[1320, 1176]
[chapter-title, [204.0, 169.0, 421.0, 30.0], nIfV8YMmqn, 5694443]
[paragraph, [757.0, 579.0, 342.0, 18.0], cDbTEoOsfv, 5694443]
[paragraph, [757.0, 597.0, 342.0, 18.0], cDbTEoOsfv, 5694443]
[paragraph, [757.0, 615.0, 342.0, 18.0], cDbTEoOsfv, 5694443]
[paragraph, [757.0, 633.0, 342.0, 18.0], cDbTEoOsfv, 5694443]
[paragraph, [757.0, 651.0, 342.0, 18.0], cDbTEoOsfv, 5694443]
[paragraph, [757.0, 669.0, 342.0, 18.0], cDbTEoOsfv, 5694443]
[paragraph, [757.0, 687.0, 342.0, 18.0], cDbTEoOsfv, 5694443]
[paragraph, [757.0, 705.0, 342.0, 18.0], cDbTEoOsfv, 5694443]
[paragraph, [757.0, 723.0, 342.0, 18.0], cDbTEoOsfv, 5694443]
[paragraph, [759.0, 757.0, 336.0, 18.0], UFg34jDg46, 5694443]
[paragraph, [759.0, 775.0, 336.0, 18.0], UFg34jDg46, 5694443]
[paragraph, [759.0, 793.0, 336.0, 18.0], UFg34jDg46, 5694443]
[paragraph, [759.0, 811.0, 336.0, 18.0], UFg34jDg46, 5694443]
[paragraph, [77.0, 850.0, 336.0, 18.0], shoonya_0s564BEKISA51N, 5694443]
[paragraph, [77.0, 868.0, 336.0, 18.0], shoonya_0s564BEKISA51N, 5694443]
[paragraph, [77.0, 886.0, 336.0, 18.0], shoonya_0s564BEKISA51N, 5694443]
[paragraph, [77.0, 904.0, 336.0, 18.0], shoonya_0s564BEKISA51N, 5694443]
[paragraph, [77.0, 922.0, 336.0, 18.0], shoonya_0s564BEKISA51N, 5694443]
[paragraph, [77.0, 940.0, 336.0, 18.0], shoonya_0s564BEKISA51N, 5694443]
[paragraph, [77.0, 958.0, 336.0, 18.0], shoonya_0s564BEKISA51N, 5694443]
[paragraph, [77.0, 976.0, 336.0, 18.0], shoonya_0s564BEKISA51N, 5694443]
[paragraph, [77.0, 994.0, 336.0, 18.0], shoonya_0s564BEKISA51N, 5694443]
[paragraph, [77.0, 1025.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1043.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1061.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1079.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1097.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1115.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1133.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1151.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1169.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1187.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1205.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
[paragraph, [77.0, 1223.0, 339.0, 18.0], shoonya_2sRR4THWXE4FM8, 5694443]
