[1518, 1075]
[paragraph, [82.0, 130.0, 441.0, 36.0], gP3DXh5GNw, 5722192]
[paragraph, [86.0, 548.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 584.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 620.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 656.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 692.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 728.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 764.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 800.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 836.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 872.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 908.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 944.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [86.0, 980.0, 438.0, 36.0], shoonya_1sVRL0ENFPEQZB, 5722192]
[paragraph, [90.0, 1025.0, 427.0, 36.0], shoonya_0sY0FLADH2M9QT, 5722192]
[paragraph, [90.0, 1061.0, 427.0, 36.0], shoonya_0sY0FLADH2M9QT, 5722192]
[paragraph, [90.0, 1097.0, 427.0, 36.0], shoonya_0sY0FLADH2M9QT, 5722192]
[paragraph, [90.0, 1133.0, 427.0, 36.0], shoonya_0sY0FLADH2M9QT, 5722192]
[paragraph, [90.0, 1169.0, 427.0, 36.0], shoonya_0sY0FLADH2M9QT, 5722192]
[paragraph, [90.0, 1205.0, 427.0, 36.0], shoonya_0sY0FLADH2M9QT, 5722192]
[paragraph, [90.0, 1241.0, 427.0, 36.0], shoonya_0sY0FLADH2M9QT, 5722192]
[paragraph, [90.0, 1277.0, 427.0, 36.0], shoonya_0sY0FLADH2M9QT, 5722192]
[paragraph, [533.0, 1204.0, 428.0, 36.0], shoonya_3sI1YO7GLW5R6N, 5722192]
[paragraph, [533.0, 1240.0, 428.0, 36.0], shoonya_3sI1YO7GLW5R6N, 5722192]
[folio, [232.0, 1344.0, 585.0, 36.0], DdtGtn7xzf, 5722192]
[folio, [672.0, 1387.0, 202.0, 36.0], shoonya_7sIO9B2HDS1GC4, 5722192]
