[3968, 2806]
[paragraph, [174.0, 193.0, 1216.0, 52.5], shoonya_7s6SA3JVOKWQE7, 5684007]
[paragraph, [184.0, 2084.0, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 2136.5, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 2189.0, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 2241.5, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 2294.0, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 2346.5, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [1416.0, 1849.0, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 1901.5, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 1954.0, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2006.5, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2059.0, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2111.5, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2164.0, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2216.5, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2269.0, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2321.5, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2374.0, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2426.5, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2479.0, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2531.5, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2584.0, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2636.5, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2689.0, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2741.5, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2794.0, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [1416.0, 2846.5, 1203.0, 52.5], shoonya_4sHE6GYK7PLLOU, 5684007]
[paragraph, [179.0, 2461.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 2513.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 2566.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 2618.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 2671.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 2723.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 2776.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 2828.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 2881.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 2933.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 2986.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3038.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3091.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3143.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3196.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3248.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3301.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3353.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3406.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3458.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3511.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3563.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3616.0, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[paragraph, [179.0, 3668.5, 1211.0, 52.5], shoonya_1sLB8M3GRUSHS5, 5684007]
[figure-caption, [1825.0, 3246.0, 781.0, 52.5], Wc1D2326_7, 5684007]
[figure-caption, [1825.0, 3298.5, 781.0, 52.5], Wc1D2326_7, 5684007]
[figure-caption, [1825.0, 3351.0, 781.0, 52.5], Wc1D2326_7, 5684007]
[figure-caption, [1825.0, 3403.5, 781.0, 52.5], Wc1D2326_7, 5684007]
[figure-caption, [1825.0, 3456.0, 781.0, 52.5], Wc1D2326_7, 5684007]
[figure-caption, [1825.0, 3508.5, 781.0, 52.5], Wc1D2326_7, 5684007]
[figure-caption, [1825.0, 3561.0, 781.0, 52.5], Wc1D2326_7, 5684007]
[figure-caption, [1825.0, 3613.5, 781.0, 52.5], Wc1D2326_7, 5684007]
[figure-caption, [1825.0, 3666.0, 781.0, 52.5], Wc1D2326_7, 5684007]
[folio, [44.0, 3750.0, 1039.0, 52.5], Vwm3yMMajS, 5684007]
[folio, [44.0, 3802.5, 1039.0, 52.5], Vwm3yMMajS, 5684007]
[folio, [44.0, 3855.0, 1039.0, 52.5], Vwm3yMMajS, 5684007]
[folio, [238.0, 3813.0, 767.0, 52.5], Zu6pwb-tKW, 5684007]
[folio, [238.0, 3865.5, 767.0, 52.5], Zu6pwb-tKW, 5684007]
