[2067, 1567]
[folio, [193.0, 193.0, 126.0, 36.0], shoonya_10sONDD37DRV8Z, 5735411]
[paragraph, [791.0, 1672.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1708.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1744.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [193.0, 1140.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1176.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1212.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1248.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1284.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1320.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1356.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1392.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1428.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1464.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1500.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1536.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [193.0, 1572.0, 579.0, 36.0], shoonya_1s9EHGFOSUKIQK, 5735411]
[paragraph, [192.0, 1627.0, 579.0, 36.0], shoonya_8sLSWWGSF3Z9UM, 5735411]
[paragraph, [192.0, 1663.0, 579.0, 36.0], shoonya_8sLSWWGSF3Z9UM, 5735411]
[paragraph, [192.0, 1699.0, 579.0, 36.0], shoonya_8sLSWWGSF3Z9UM, 5735411]
[paragraph, [192.0, 1735.0, 579.0, 36.0], shoonya_8sLSWWGSF3Z9UM, 5735411]
[folio, [195.0, 1822.0, 227.0, 36.0], shoonya_9sSBF9R8L108N0, 5735411]
