[2339, 1653]
[paragraph, [325.0, 162.0, 1143.0, 36.0], shoonya_1sQAKJALF5TL2D, 5733846]
[paragraph, [324.0, 1615.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 1651.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 1687.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 1723.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 1759.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 1795.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 1831.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 1867.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 1903.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 1939.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 1975.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 2011.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[paragraph, [324.0, 2047.0, 1136.0, 36.0], shoonya_0sSDLX67C0ZOQE, 5733846]
[folio, [1118.0, 2159.0, 279.0, 36.0], VHbbACyolM, 5733846]
