[1388, 886]
[folio, [364.0, 54.0, 121.0, 18.0], djUw9GNrPt, 5742722]
[paragraph, [43.0, 1096.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1114.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1132.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1150.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1168.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1186.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1204.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1222.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1240.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1258.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1276.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1294.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1312.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[footnote, [572.0, 1352.0, 262.0, 18.0], Mk_0MiABnU, 5742722]
