[476, 576]
[paragraph, [39.0, 156.0, 166.0, 52.5], t0yEfdBixG, 5767837]
[paragraph, [28182.0, 25404.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25457.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25509.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25562.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25614.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25667.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25719.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25772.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25824.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25877.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25929.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25982.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26034.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26087.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26139.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26192.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26244.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26297.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26349.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26402.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26454.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26507.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26559.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26612.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26664.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26717.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26769.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26822.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26874.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26927.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 26979.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
