[1818, 1374]
[folio, [468.0, 113.0, 423.0, 36.0], shoonya_3s1PKDYV5SY5I6, 5683161]
[paragraph, [779.0, 1319.0, 407.0, 36.0], 7iICK2Lo2k, 5683161]
[paragraph, [779.0, 1355.0, 407.0, 36.0], 7iICK2Lo2k, 5683161]
[paragraph, [122.0, 1410.0, 558.0, 36.0], _waWPSTfpT, 5683161]
[paragraph, [122.0, 1446.0, 558.0, 36.0], _waWPSTfpT, 5683161]
[paragraph, [122.0, 1482.0, 558.0, 36.0], _waWPSTfpT, 5683161]
[paragraph, [122.0, 1518.0, 558.0, 36.0], _waWPSTfpT, 5683161]
[paragraph, [122.0, 1554.0, 558.0, 36.0], _waWPSTfpT, 5683161]
[paragraph, [778.0, 1411.0, 409.0, 36.0], K9DNdG1JfU, 5683161]
[paragraph, [778.0, 1447.0, 409.0, 36.0], K9DNdG1JfU, 5683161]
[paragraph, [778.0, 1483.0, 409.0, 36.0], K9DNdG1JfU, 5683161]
[paragraph, [710.0, 1537.0, 554.0, 36.0], T7FxDeEA8I, 5683161]
[paragraph, [710.0, 1573.0, 554.0, 36.0], T7FxDeEA8I, 5683161]
[paragraph, [710.0, 1609.0, 554.0, 36.0], T7FxDeEA8I, 5683161]
[paragraph, [710.0, 1645.0, 554.0, 36.0], T7FxDeEA8I, 5683161]
[paragraph, [123.0, 1625.0, 561.0, 36.0], oVtkSzueiw, 5683161]
[paragraph, [123.0, 1661.0, 561.0, 36.0], oVtkSzueiw, 5683161]
