[1298, 853]
[section-title, [300.0, 62.0, 239.0, 30.0], shoonya_1s1GTLEM422WH9, 5709964]
[paragraph, [59.0, 807.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 825.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 843.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 861.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 879.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 897.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 915.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 933.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [59.0, 951.0, 742.0, 18.0], shoonya_0sBGY4Y4I3T5HQ, 5709964]
[paragraph, [57.0, 982.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1000.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1018.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1036.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1054.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1072.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1090.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1108.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1126.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1144.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1162.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1180.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1198.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
[paragraph, [57.0, 1216.0, 749.0, 18.0], AeDZycAjEQ, 5709964]
