[1387, 987]
[paragraph, [87.0, 95.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 599.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 617.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 635.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 653.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 671.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 689.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 707.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 725.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 743.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 761.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 779.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 797.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 815.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 833.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 851.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 869.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 887.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 905.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 923.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 941.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 959.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 977.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 995.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 1013.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 1031.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 1049.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 1067.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 1085.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 1103.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 1121.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 1139.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
[paragraph, [87.0, 1157.0, 836.0, 18.0], shoonya_0sAHKSQMY2XJGE, 5651499]
