[1447, 1063]
[folio, [411.0, 54.0, 213.0, 18.0], YiQ94z0Qc5, 5762643]
[paragraph, [534.0, 989.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1007.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1025.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1043.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1061.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1079.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1097.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1115.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1133.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1151.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1169.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1187.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1205.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1223.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1241.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1259.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1277.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1295.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[paragraph, [534.0, 1313.0, 436.0, 18.0], shoonya_2sXOYHAVM3G4T7, 5762643]
[section-title, [87.0, 837.0, 431.0, 30.0], -s2K0W9GiK, 5762643]
[paragraph, [93.0, 882.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 900.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 918.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 936.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 954.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 972.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 990.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 1008.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 1026.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 1044.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 1062.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 1080.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 1098.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 1116.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 1134.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[paragraph, [93.0, 1152.0, 434.0, 18.0], gpLLBWYCSD, 5762643]
[section-title, [93.0, 1195.0, 385.0, 30.0], mAxV-TWmCE, 5762643]
[paragraph, [93.0, 1239.0, 433.0, 18.0], LsH_fCVkfI, 5762643]
[paragraph, [93.0, 1257.0, 433.0, 18.0], LsH_fCVkfI, 5762643]
[paragraph, [93.0, 1275.0, 433.0, 18.0], LsH_fCVkfI, 5762643]
[paragraph, [93.0, 1293.0, 433.0, 18.0], LsH_fCVkfI, 5762643]
[paragraph, [93.0, 1311.0, 433.0, 18.0], LsH_fCVkfI, 5762643]
[website-link, [348.0, 1271.0, 175.0, 18.0], xHlAokUV85, 5762643]
[website-link, [91.0, 1302.0, 71.0, 18.0], YQPmcsBVIG, 5762643]
