[1468, 909]
[folio, [388.0, 79.0, 140.0, 18.0], 6pmPHG3Cou, 5770349]
[paragraph, [79.0, 909.0, 363.0, 18.0], AdnewXg5Yp, 5770349]
[paragraph, [79.0, 927.0, 363.0, 18.0], AdnewXg5Yp, 5770349]
[paragraph, [466.0, 873.0, 364.0, 18.0], kCwjsXMC2O, 5770349]
[paragraph, [466.0, 891.0, 364.0, 18.0], kCwjsXMC2O, 5770349]
[paragraph, [466.0, 909.0, 364.0, 18.0], kCwjsXMC2O, 5770349]
[paragraph, [466.0, 927.0, 364.0, 18.0], kCwjsXMC2O, 5770349]
[paragraph, [466.0, 945.0, 364.0, 18.0], kCwjsXMC2O, 5770349]
[paragraph, [466.0, 963.0, 364.0, 18.0], kCwjsXMC2O, 5770349]
[paragraph, [466.0, 981.0, 364.0, 18.0], kCwjsXMC2O, 5770349]
[paragraph, [466.0, 999.0, 364.0, 18.0], kCwjsXMC2O, 5770349]
[paragraph, [466.0, 1017.0, 364.0, 18.0], kCwjsXMC2O, 5770349]
[paragraph, [79.0, 954.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 972.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 990.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1008.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1026.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1044.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1062.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1080.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1098.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1116.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1134.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1152.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1170.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1188.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1206.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1224.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1242.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1260.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1278.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1296.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1314.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1332.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1350.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [79.0, 1368.0, 373.0, 18.0], 8wehB2Ja3F, 5770349]
[paragraph, [486.0, 1073.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1091.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1109.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1127.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1145.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1163.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1181.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1199.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1217.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1235.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1253.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [486.0, 1271.0, 342.0, 18.0], jiqWCwbSca, 5770349]
[paragraph, [469.0, 1306.0, 361.0, 18.0], -an3LeDLlw, 5770349]
[paragraph, [469.0, 1324.0, 361.0, 18.0], -an3LeDLlw, 5770349]
[paragraph, [469.0, 1342.0, 361.0, 18.0], -an3LeDLlw, 5770349]
[paragraph, [469.0, 1360.0, 361.0, 18.0], -an3LeDLlw, 5770349]
