[1755, 1241]
[section-title, [603.0, 243.0, 246.0, 49.5], shoonya_5sXEA2RJ83RFP2, 5704974]
[paragraph, [186.0, 1111.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1147.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1183.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1219.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1255.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1291.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1327.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1363.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [186.0, 1399.0, 422.0, 36.0], shoonya_0sP8Q6GCLZ2BRI, 5704974]
[paragraph, [630.0, 1165.0, 420.0, 36.0], shoonya_4sNWT9RY6BO0C5, 5704974]
[paragraph, [630.0, 1201.0, 420.0, 36.0], shoonya_4sNWT9RY6BO0C5, 5704974]
[paragraph, [632.0, 1252.0, 423.0, 36.0], shoonya_3sZ4ZTE2NWI6GY, 5704974]
[paragraph, [632.0, 1288.0, 423.0, 36.0], shoonya_3sZ4ZTE2NWI6GY, 5704974]
[paragraph, [632.0, 1324.0, 423.0, 36.0], shoonya_3sZ4ZTE2NWI6GY, 5704974]
[paragraph, [632.0, 1360.0, 423.0, 36.0], shoonya_3sZ4ZTE2NWI6GY, 5704974]
[paragraph, [632.0, 1396.0, 423.0, 36.0], shoonya_3sZ4ZTE2NWI6GY, 5704974]
[paragraph, [632.0, 1432.0, 423.0, 36.0], shoonya_3sZ4ZTE2NWI6GY, 5704974]
[website-link, [145.0, 1550.0, 295.0, 18.0], shoonya_6s3TG46E63R5W2, 5704974]
[website-link, [145.0, 1568.0, 295.0, 18.0], shoonya_6s3TG46E63R5W2, 5704974]
