[2339, 1653]
[folio, [1225.0, 324.0, 185.0, 36.0], JWP079EOcv, 5735488]
[paragraph, [490.0, 1063.0, 324.0, 36.0], shoonya_8sPR99DMHWTWFT, 5735488]
[paragraph, [490.0, 1099.0, 324.0, 36.0], shoonya_8sPR99DMHWTWFT, 5735488]
[paragraph, [490.0, 1135.0, 324.0, 36.0], shoonya_8sPR99DMHWTWFT, 5735488]
[paragraph, [490.0, 1171.0, 324.0, 36.0], shoonya_8sPR99DMHWTWFT, 5735488]
[paragraph, [834.0, 967.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1003.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1039.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1075.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1111.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1147.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1183.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1219.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1255.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1291.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1327.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1363.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1399.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1435.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1471.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1507.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1543.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1579.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1615.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1651.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1687.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1723.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1759.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1795.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1831.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1867.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [834.0, 1903.0, 580.0, 36.0], shoonya_0sASCX5VRJIO18, 5735488]
[paragraph, [236.0, 1240.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1276.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1312.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1348.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1384.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1420.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1456.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1492.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1528.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1564.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1600.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1636.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [236.0, 1672.0, 581.0, 36.0], shoonya_3sC4OUSH92O8G8, 5735488]
[paragraph, [238.0, 1726.0, 579.0, 36.0], shoonya_5sN2U85I40LE9G, 5735488]
[paragraph, [238.0, 1762.0, 579.0, 36.0], shoonya_5sN2U85I40LE9G, 5735488]
[paragraph, [238.0, 1798.0, 579.0, 36.0], shoonya_5sN2U85I40LE9G, 5735488]
[paragraph, [238.0, 1834.0, 579.0, 36.0], shoonya_5sN2U85I40LE9G, 5735488]
[paragraph, [238.0, 1870.0, 579.0, 36.0], shoonya_5sN2U85I40LE9G, 5735488]
[paragraph, [238.0, 1906.0, 579.0, 36.0], shoonya_5sN2U85I40LE9G, 5735488]
[folio, [235.0, 1961.0, 233.0, 36.0], AER2enzmES, 5735488]
