[1725, 1313]
[paragraph, [661.0, 143.0, 527.0, 36.0], shoonya_9sBUGBW0TQNN4I, 5771792]
[paragraph, [119.0, 1113.0, 529.0, 36.0], shoonya_1sRM9P5IU9J3FG, 5771792]
[paragraph, [119.0, 1149.0, 529.0, 36.0], shoonya_1sRM9P5IU9J3FG, 5771792]
[paragraph, [119.0, 1185.0, 529.0, 36.0], shoonya_1sRM9P5IU9J3FG, 5771792]
[paragraph, [119.0, 1221.0, 529.0, 36.0], shoonya_1sRM9P5IU9J3FG, 5771792]
[paragraph, [119.0, 1257.0, 529.0, 36.0], shoonya_1sRM9P5IU9J3FG, 5771792]
[paragraph, [119.0, 1293.0, 529.0, 36.0], shoonya_1sRM9P5IU9J3FG, 5771792]
[paragraph, [119.0, 1329.0, 529.0, 36.0], shoonya_1sRM9P5IU9J3FG, 5771792]
[paragraph, [662.0, 1080.0, 529.0, 36.0], shoonya_8sRD2Y3KMS5GH8, 5771792]
[paragraph, [662.0, 1116.0, 529.0, 36.0], shoonya_8sRD2Y3KMS5GH8, 5771792]
[paragraph, [662.0, 1152.0, 529.0, 36.0], shoonya_8sRD2Y3KMS5GH8, 5771792]
[paragraph, [662.0, 1188.0, 529.0, 36.0], shoonya_8sRD2Y3KMS5GH8, 5771792]
[paragraph, [662.0, 1224.0, 529.0, 36.0], shoonya_8sRD2Y3KMS5GH8, 5771792]
[paragraph, [662.0, 1260.0, 529.0, 36.0], shoonya_8sRD2Y3KMS5GH8, 5771792]
[paragraph, [662.0, 1296.0, 529.0, 36.0], shoonya_8sRD2Y3KMS5GH8, 5771792]
[paragraph, [662.0, 1332.0, 529.0, 36.0], shoonya_8sRD2Y3KMS5GH8, 5771792]
[paragraph, [121.0, 1392.0, 525.0, 36.0], shoonya_2s9MNUEPC2TXYQ, 5771792]
[paragraph, [121.0, 1428.0, 525.0, 36.0], shoonya_2s9MNUEPC2TXYQ, 5771792]
[paragraph, [121.0, 1464.0, 525.0, 36.0], shoonya_2s9MNUEPC2TXYQ, 5771792]
[paragraph, [121.0, 1500.0, 525.0, 36.0], shoonya_2s9MNUEPC2TXYQ, 5771792]
[contact-info, [672.0, 1421.0, 173.0, 36.0], 0T0_cikyT6, 5771792]
[contact-info, [672.0, 1457.0, 173.0, 36.0], 0T0_cikyT6, 5771792]
[contact-info, [672.0, 1493.0, 173.0, 36.0], 0T0_cikyT6, 5771792]
[folio, [579.0, 1575.0, 146.0, 36.0], jK_WZCfq0R, 5771792]
[folio, [78.0, 1670.0, 288.0, 36.0], mS2XUmn9Mo, 5771792]
