[1388, 886]
[folio, [649.0, 59.0, 195.0, 18.0], shoonya_2sCV27MFTTF4TN, 5742467]
[paragraph, [33.0, 413.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [33.0, 431.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [33.0, 449.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [33.0, 467.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [33.0, 485.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [33.0, 503.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [33.0, 521.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [33.0, 539.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [33.0, 557.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [33.0, 575.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [33.0, 593.0, 398.0, 18.0], shoonya_4s7GN02RY9QL71, 5742467]
[paragraph, [450.0, 482.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 500.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 518.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 536.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 554.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 572.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 590.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 608.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 626.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 644.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 662.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 680.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 698.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 716.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 734.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 752.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 770.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 788.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 806.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 824.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 842.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [450.0, 860.0, 388.0, 18.0], nh6KZ_C0fH, 5742467]
[paragraph, [35.0, 630.0, 394.0, 18.0], FbwFVFeqcM, 5742467]
[paragraph, [35.0, 648.0, 394.0, 18.0], FbwFVFeqcM, 5742467]
[paragraph, [35.0, 666.0, 394.0, 18.0], FbwFVFeqcM, 5742467]
[paragraph, [35.0, 684.0, 394.0, 18.0], FbwFVFeqcM, 5742467]
[paragraph, [35.0, 702.0, 394.0, 18.0], FbwFVFeqcM, 5742467]
[paragraph, [39.0, 730.0, 391.0, 18.0], GfgnEmurF0, 5742467]
[paragraph, [39.0, 748.0, 391.0, 18.0], GfgnEmurF0, 5742467]
[paragraph, [39.0, 766.0, 391.0, 18.0], GfgnEmurF0, 5742467]
[paragraph, [39.0, 784.0, 391.0, 18.0], GfgnEmurF0, 5742467]
[paragraph, [39.0, 802.0, 391.0, 18.0], GfgnEmurF0, 5742467]
[paragraph, [39.0, 820.0, 391.0, 18.0], GfgnEmurF0, 5742467]
[paragraph, [39.0, 838.0, 391.0, 18.0], GfgnEmurF0, 5742467]
[paragraph, [39.0, 856.0, 391.0, 18.0], GfgnEmurF0, 5742467]
[section-title, [420.0, 920.0, 59.0, 30.0], Oo16kSm6WH, 5742467]
[paragraph, [43.0, 1001.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1019.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1037.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1055.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1073.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1091.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1109.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1127.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1145.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1163.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1181.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1199.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1217.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1235.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1253.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1271.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1289.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [43.0, 1307.0, 394.0, 18.0], shoonya_0s0FHTVV8SFMVX, 5742467]
[paragraph, [455.0, 1006.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1024.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1042.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1060.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1078.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1096.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1114.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1132.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1150.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1168.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1186.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1204.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1222.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1240.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1258.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1276.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[paragraph, [455.0, 1294.0, 393.0, 18.0], M5PdkSvZyv, 5742467]
[footnote, [569.0, 1351.0, 261.0, 18.0], Bcp4LJGcY7, 5742467]
