[1818, 1374]
[folio, [567.0, 165.0, 252.0, 36.0], qLkS_IjToX, 5682812]
[paragraph, [698.0, 768.0, 562.0, 36.0], shoonya_1sBE9O1Z7Z73GT, 5682812]
[paragraph, [698.0, 804.0, 562.0, 36.0], shoonya_1sBE9O1Z7Z73GT, 5682812]
[paragraph, [698.0, 840.0, 562.0, 36.0], shoonya_1sBE9O1Z7Z73GT, 5682812]
[paragraph, [698.0, 876.0, 562.0, 36.0], shoonya_1sBE9O1Z7Z73GT, 5682812]
[paragraph, [698.0, 912.0, 562.0, 36.0], shoonya_1sBE9O1Z7Z73GT, 5682812]
[paragraph, [698.0, 948.0, 562.0, 36.0], shoonya_1sBE9O1Z7Z73GT, 5682812]
[paragraph, [698.0, 984.0, 562.0, 36.0], shoonya_1sBE9O1Z7Z73GT, 5682812]
[paragraph, [111.0, 904.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 940.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 976.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1012.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1048.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1084.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1120.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1156.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1192.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1228.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1264.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1300.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1336.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1372.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1408.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1444.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1480.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1516.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1552.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1588.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1624.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [111.0, 1660.0, 560.0, 36.0], shoonya_0s50LH0S7T5E72, 5682812]
[paragraph, [698.0, 1027.0, 560.0, 36.0], shoonya_5s4CWPZTV5T4M1, 5682812]
[paragraph, [698.0, 1063.0, 560.0, 36.0], shoonya_5s4CWPZTV5T4M1, 5682812]
[paragraph, [699.0, 1107.0, 559.0, 36.0], ay5ww51pLQ, 5682812]
[paragraph, [699.0, 1143.0, 559.0, 36.0], ay5ww51pLQ, 5682812]
[paragraph, [697.0, 1189.0, 558.0, 36.0], shoonya_10sXSLB0VFBU6J, 5682812]
[paragraph, [697.0, 1225.0, 558.0, 36.0], shoonya_10sXSLB0VFBU6J, 5682812]
[paragraph, [760.0, 1267.0, 224.0, 36.0], shoonya_9sSSRM6S0X52VS, 5682812]
[paragraph, [698.0, 1310.0, 561.0, 36.0], shoonya_3s4K20JS97K9A6, 5682812]
[paragraph, [698.0, 1346.0, 561.0, 36.0], shoonya_3s4K20JS97K9A6, 5682812]
[paragraph, [698.0, 1382.0, 561.0, 36.0], shoonya_3s4K20JS97K9A6, 5682812]
[paragraph, [698.0, 1418.0, 561.0, 36.0], shoonya_3s4K20JS97K9A6, 5682812]
[paragraph, [698.0, 1454.0, 561.0, 36.0], shoonya_3s4K20JS97K9A6, 5682812]
[paragraph, [698.0, 1511.0, 561.0, 36.0], s2vRNp7yvv, 5682812]
[paragraph, [698.0, 1547.0, 561.0, 36.0], s2vRNp7yvv, 5682812]
[paragraph, [701.0, 1592.0, 559.0, 36.0], shoonya_4sXEIQSQY1V1OV, 5682812]
[paragraph, [701.0, 1628.0, 559.0, 36.0], shoonya_4sXEIQSQY1V1OV, 5682812]
[paragraph, [701.0, 1664.0, 559.0, 36.0], shoonya_4sXEIQSQY1V1OV, 5682812]
