[1806, 1262]
[folio, [1025.0, 94.0, 100.0, 36.0], xVNcVwVboT, 5681004]
[paragraph, [91.0, 1100.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1136.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1172.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1208.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1244.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1280.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1316.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1352.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1388.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1424.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1460.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1496.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1532.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1568.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1604.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [91.0, 1640.0, 512.0, 36.0], shoonya_1s5DCIK378G2ZP, 5681004]
[paragraph, [649.0, 171.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [649.0, 207.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [649.0, 243.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [649.0, 279.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [649.0, 315.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [649.0, 351.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [649.0, 387.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [649.0, 423.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [649.0, 459.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [649.0, 495.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [649.0, 531.0, 504.0, 36.0], 2Xhgsvz8iU, 5681004]
[paragraph, [652.0, 590.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 626.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 662.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 698.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 734.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 770.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 806.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 842.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 878.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 914.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 950.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 986.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 1022.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 1058.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 1094.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 1130.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 1166.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 1202.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 1238.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 1274.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 1310.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [652.0, 1346.0, 502.0, 36.0], shoonya_0sRWPMMECSRIIQ, 5681004]
[paragraph, [653.0, 1405.0, 504.0, 36.0], shoonya_2sTVHUOX60ML1G, 5681004]
[paragraph, [653.0, 1441.0, 504.0, 36.0], shoonya_2sTVHUOX60ML1G, 5681004]
[paragraph, [653.0, 1477.0, 504.0, 36.0], shoonya_2sTVHUOX60ML1G, 5681004]
[paragraph, [653.0, 1513.0, 504.0, 36.0], shoonya_2sTVHUOX60ML1G, 5681004]
[paragraph, [653.0, 1549.0, 504.0, 36.0], shoonya_2sTVHUOX60ML1G, 5681004]
[paragraph, [653.0, 1585.0, 504.0, 36.0], shoonya_2sTVHUOX60ML1G, 5681004]
[paragraph, [653.0, 1621.0, 504.0, 36.0], shoonya_2sTVHUOX60ML1G, 5681004]
[paragraph, [653.0, 1657.0, 504.0, 36.0], shoonya_2sTVHUOX60ML1G, 5681004]
