[1447, 1063]
[folio, [429.0, 53.0, 207.0, 18.0], SpAMzFTGuW, 5762885]
[paragraph, [536.0, 750.0, 430.0, 18.0], 1UP0miirVH, 5762885]
[paragraph, [536.0, 768.0, 430.0, 18.0], 1UP0miirVH, 5762885]
[paragraph, [536.0, 786.0, 430.0, 18.0], 1UP0miirVH, 5762885]
[paragraph, [536.0, 804.0, 430.0, 18.0], 1UP0miirVH, 5762885]
[paragraph, [536.0, 822.0, 430.0, 18.0], 1UP0miirVH, 5762885]
[paragraph, [536.0, 840.0, 430.0, 18.0], 1UP0miirVH, 5762885]
[paragraph, [536.0, 858.0, 430.0, 18.0], 1UP0miirVH, 5762885]
[paragraph, [536.0, 876.0, 430.0, 18.0], 1UP0miirVH, 5762885]
[paragraph, [536.0, 894.0, 430.0, 18.0], 1UP0miirVH, 5762885]
[paragraph, [91.0, 779.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 797.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 815.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 833.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 851.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 869.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 887.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 905.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 923.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 941.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 959.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 977.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 995.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 1013.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [91.0, 1031.0, 435.0, 18.0], shoonya_5sXCCE9OQ7NVBV, 5762885]
[paragraph, [535.0, 932.0, 433.0, 18.0], 5lyxRSRs6U, 5762885]
[paragraph, [535.0, 950.0, 433.0, 18.0], 5lyxRSRs6U, 5762885]
[paragraph, [535.0, 968.0, 433.0, 18.0], 5lyxRSRs6U, 5762885]
[paragraph, [535.0, 986.0, 433.0, 18.0], 5lyxRSRs6U, 5762885]
[paragraph, [535.0, 1004.0, 433.0, 18.0], 5lyxRSRs6U, 5762885]
[paragraph, [535.0, 1022.0, 433.0, 18.0], 5lyxRSRs6U, 5762885]
[paragraph, [535.0, 1040.0, 433.0, 18.0], 5lyxRSRs6U, 5762885]
[paragraph, [535.0, 1058.0, 433.0, 18.0], 5lyxRSRs6U, 5762885]
[paragraph, [535.0, 1076.0, 433.0, 18.0], 5lyxRSRs6U, 5762885]
[paragraph, [93.0, 1068.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1086.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1104.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1122.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1140.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1158.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1176.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1194.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1212.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1230.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1248.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1266.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1284.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1302.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [93.0, 1320.0, 434.0, 18.0], 93EKNBzQRo, 5762885]
[paragraph, [537.0, 1115.0, 432.0, 18.0], shoonya_6sQJ6DRR6OXPGP, 5762885]
[paragraph, [537.0, 1133.0, 432.0, 18.0], shoonya_6sQJ6DRR6OXPGP, 5762885]
[paragraph, [537.0, 1151.0, 432.0, 18.0], shoonya_6sQJ6DRR6OXPGP, 5762885]
[paragraph, [537.0, 1169.0, 432.0, 18.0], shoonya_6sQJ6DRR6OXPGP, 5762885]
[paragraph, [537.0, 1187.0, 432.0, 18.0], shoonya_6sQJ6DRR6OXPGP, 5762885]
[paragraph, [537.0, 1205.0, 432.0, 18.0], shoonya_6sQJ6DRR6OXPGP, 5762885]
[paragraph, [537.0, 1223.0, 432.0, 18.0], shoonya_6sQJ6DRR6OXPGP, 5762885]
[paragraph, [537.0, 1241.0, 432.0, 18.0], shoonya_6sQJ6DRR6OXPGP, 5762885]
[paragraph, [537.0, 1259.0, 432.0, 18.0], shoonya_6sQJ6DRR6OXPGP, 5762885]
[paragraph, [537.0, 1277.0, 432.0, 18.0], shoonya_6sQJ6DRR6OXPGP, 5762885]
