[1447, 1063]
[folio, [418.0, 51.0, 223.0, 18.0], QHadr2-dN8, 5762751]
[paragraph, [87.0, 681.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 699.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 717.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 735.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 753.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 771.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 789.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 807.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 825.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 843.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 861.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 879.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 897.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 915.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 933.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 951.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 969.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 987.0, 439.0, 18.0], shoonya_2sD2RHOSAMXU96, 5762751]
[paragraph, [87.0, 1016.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1034.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1052.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1070.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1088.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1106.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1124.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1142.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1160.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1178.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1196.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1214.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1232.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1250.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1268.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1286.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1304.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [87.0, 1322.0, 439.0, 18.0], SX_8UmwKqc, 5762751]
[paragraph, [530.0, 1034.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1052.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1070.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1088.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1106.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1124.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1142.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1160.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1178.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1196.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1214.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1232.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1250.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1268.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1286.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
[paragraph, [530.0, 1304.0, 437.0, 18.0], 4uyU-cIeYi, 5762751]
