[3509, 2480]
[paragraph, [213.0, 235.0, 2008.0, 52.5], 4xLxfQByRR, 5724577]
[ordered-list, [253.0, 1873.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 1926.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 1978.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2031.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2083.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2136.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2188.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2241.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2293.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2346.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2398.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2451.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2503.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2556.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2608.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2661.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2713.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2766.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2818.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2871.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2923.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 2976.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 3028.5, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
[ordered-list, [253.0, 3081.0, 2002.0, 52.5], shoonya_1sKT8SZVKBXFA3, 5724577]
