[1220, 768]
[headline, [261.0, 91.0, 405.0, 25.5], DpS1FB-3ZR, 5770038]
[paragraph, [79.0, 1105.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [79.0, 1123.0, 306.0, 18.0], pxOvZ8Aj8u, 5770038]
[paragraph, [391.0, 152.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 170.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 188.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 206.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 224.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 242.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 260.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 278.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 296.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 314.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 332.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 350.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 368.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 386.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 404.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 422.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 440.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 458.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 476.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 494.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 512.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 530.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 548.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 566.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 584.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 602.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 620.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 638.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 656.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 674.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 692.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 710.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 728.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 746.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [391.0, 764.0, 299.0, 18.0], 1RHnnODKlF, 5770038]
[paragraph, [388.0, 796.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 814.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 832.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 850.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 868.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 886.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 904.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 922.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 940.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 958.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 976.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 994.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 1012.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 1030.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 1048.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 1066.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 1084.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 1102.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
[paragraph, [388.0, 1120.0, 306.0, 18.0], 4ierJ40v-L, 5770038]
