[1447, 1063]
[folio, [430.0, 50.0, 227.0, 18.0], deECHIwayY, 5762576]
[paragraph, [91.0, 1107.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1125.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1143.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1161.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1179.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1197.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1215.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1233.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1251.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1269.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1287.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [91.0, 1305.0, 438.0, 18.0], 0DWItjUpJm, 5762576]
[paragraph, [536.0, 1177.0, 434.0, 18.0], shoonya_4s4G5KHFH6UQ7M, 5762576]
[paragraph, [536.0, 1195.0, 434.0, 18.0], shoonya_4s4G5KHFH6UQ7M, 5762576]
[paragraph, [536.0, 1213.0, 434.0, 18.0], shoonya_4s4G5KHFH6UQ7M, 5762576]
[paragraph, [536.0, 1231.0, 434.0, 18.0], shoonya_4s4G5KHFH6UQ7M, 5762576]
[paragraph, [536.0, 1249.0, 434.0, 18.0], shoonya_4s4G5KHFH6UQ7M, 5762576]
[paragraph, [536.0, 1267.0, 434.0, 18.0], shoonya_4s4G5KHFH6UQ7M, 5762576]
[paragraph, [536.0, 1285.0, 434.0, 18.0], shoonya_4s4G5KHFH6UQ7M, 5762576]
[paragraph, [536.0, 1303.0, 434.0, 18.0], shoonya_4s4G5KHFH6UQ7M, 5762576]
[paragraph, [536.0, 1321.0, 434.0, 18.0], shoonya_4s4G5KHFH6UQ7M, 5762576]
