[1320, 1176]
[folio, [899.0, 69.0, 197.0, 18.0], -yP2-2Q2PD, 5694649]
[paragraph, [75.0, 405.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 423.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 441.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 459.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 477.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 495.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 513.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 531.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 549.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 567.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 585.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 603.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 621.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [75.0, 639.0, 335.0, 18.0], Y6DQlTOe5X, 5694649]
[paragraph, [419.0, 411.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 429.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 447.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 465.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 483.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 501.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 519.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 537.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 555.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 573.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 591.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 609.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 627.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 645.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 663.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 681.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 699.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 717.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 735.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 753.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[paragraph, [419.0, 771.0, 320.0, 18.0], shoonya_7sDMP73E43YFSD, 5694649]
[quote, [755.0, 553.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 571.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 589.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 607.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 625.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 643.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 661.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 679.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 697.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 715.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 733.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[quote, [755.0, 751.0, 328.0, 18.0], tMdPJMFyk4, 5694649]
[paragraph, [79.0, 666.0, 321.0, 18.0], shoonya_6sPW4QM7PO5ESK, 5694649]
[paragraph, [79.0, 684.0, 321.0, 18.0], shoonya_6sPW4QM7PO5ESK, 5694649]
[paragraph, [79.0, 702.0, 321.0, 18.0], shoonya_6sPW4QM7PO5ESK, 5694649]
[paragraph, [79.0, 720.0, 321.0, 18.0], shoonya_6sPW4QM7PO5ESK, 5694649]
[paragraph, [79.0, 738.0, 321.0, 18.0], shoonya_6sPW4QM7PO5ESK, 5694649]
[paragraph, [79.0, 756.0, 321.0, 18.0], shoonya_6sPW4QM7PO5ESK, 5694649]
[paragraph, [79.0, 774.0, 321.0, 18.0], shoonya_6sPW4QM7PO5ESK, 5694649]
[paragraph, [79.0, 792.0, 321.0, 18.0], shoonya_6sPW4QM7PO5ESK, 5694649]
[paragraph, [79.0, 810.0, 321.0, 18.0], shoonya_6sPW4QM7PO5ESK, 5694649]
[paragraph, [417.0, 803.0, 319.0, 18.0], shoonya_1sPMXP8J49HZQE, 5694649]
[paragraph, [417.0, 821.0, 319.0, 18.0], shoonya_1sPMXP8J49HZQE, 5694649]
[paragraph, [417.0, 839.0, 319.0, 18.0], shoonya_1sPMXP8J49HZQE, 5694649]
[paragraph, [417.0, 857.0, 319.0, 18.0], shoonya_1sPMXP8J49HZQE, 5694649]
[paragraph, [417.0, 875.0, 319.0, 18.0], shoonya_1sPMXP8J49HZQE, 5694649]
[paragraph, [417.0, 893.0, 319.0, 18.0], shoonya_1sPMXP8J49HZQE, 5694649]
[paragraph, [749.0, 829.0, 335.0, 18.0], WYlMMzJd1O, 5694649]
[paragraph, [749.0, 847.0, 335.0, 18.0], WYlMMzJd1O, 5694649]
[paragraph, [749.0, 865.0, 335.0, 18.0], WYlMMzJd1O, 5694649]
[paragraph, [749.0, 883.0, 335.0, 18.0], WYlMMzJd1O, 5694649]
[paragraph, [78.0, 836.0, 326.0, 18.0], JedVVLc6Vk, 5694649]
[paragraph, [78.0, 854.0, 326.0, 18.0], JedVVLc6Vk, 5694649]
[paragraph, [83.0, 895.0, 317.0, 18.0], HDsL9G_Ahj, 5694649]
[paragraph, [83.0, 913.0, 317.0, 18.0], HDsL9G_Ahj, 5694649]
[paragraph, [749.0, 913.0, 332.0, 18.0], 0J9ws0h0PR, 5694649]
[paragraph, [749.0, 931.0, 332.0, 18.0], 0J9ws0h0PR, 5694649]
[paragraph, [749.0, 949.0, 332.0, 18.0], 0J9ws0h0PR, 5694649]
[paragraph, [749.0, 967.0, 332.0, 18.0], 0J9ws0h0PR, 5694649]
[paragraph, [749.0, 985.0, 332.0, 18.0], 0J9ws0h0PR, 5694649]
[paragraph, [749.0, 1003.0, 332.0, 18.0], 0J9ws0h0PR, 5694649]
[paragraph, [749.0, 1021.0, 332.0, 18.0], 0J9ws0h0PR, 5694649]
[paragraph, [416.0, 916.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 934.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 952.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 970.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 988.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 1006.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 1024.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 1042.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 1060.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 1078.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 1096.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 1114.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 1132.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [416.0, 1150.0, 323.0, 18.0], akeKy8mwO8, 5694649]
[paragraph, [80.0, 947.0, 320.0, 18.0], 66DF3T54Sv, 5694649]
[paragraph, [80.0, 965.0, 320.0, 18.0], 66DF3T54Sv, 5694649]
[paragraph, [80.0, 983.0, 320.0, 18.0], 66DF3T54Sv, 5694649]
[paragraph, [80.0, 1001.0, 320.0, 18.0], 66DF3T54Sv, 5694649]
[paragraph, [79.0, 1026.0, 321.0, 18.0], shoonya_4sZGIZ3RJSIG75, 5694649]
[paragraph, [79.0, 1044.0, 321.0, 18.0], shoonya_4sZGIZ3RJSIG75, 5694649]
[paragraph, [79.0, 1062.0, 321.0, 18.0], shoonya_4sZGIZ3RJSIG75, 5694649]
[paragraph, [79.0, 1080.0, 321.0, 18.0], shoonya_4sZGIZ3RJSIG75, 5694649]
[paragraph, [79.0, 1098.0, 321.0, 18.0], shoonya_4sZGIZ3RJSIG75, 5694649]
[paragraph, [79.0, 1116.0, 321.0, 18.0], shoonya_4sZGIZ3RJSIG75, 5694649]
[quote, [759.0, 1050.0, 316.0, 18.0], ILBB1gun3z, 5694649]
[quote, [759.0, 1068.0, 316.0, 18.0], ILBB1gun3z, 5694649]
[quote, [759.0, 1086.0, 316.0, 18.0], ILBB1gun3z, 5694649]
[quote, [759.0, 1104.0, 316.0, 18.0], ILBB1gun3z, 5694649]
[quote, [759.0, 1122.0, 316.0, 18.0], ILBB1gun3z, 5694649]
[quote, [759.0, 1140.0, 316.0, 18.0], ILBB1gun3z, 5694649]
[quote, [759.0, 1158.0, 316.0, 18.0], ILBB1gun3z, 5694649]
[quote, [759.0, 1176.0, 316.0, 18.0], ILBB1gun3z, 5694649]
[quote, [759.0, 1194.0, 316.0, 18.0], ILBB1gun3z, 5694649]
[paragraph, [76.0, 1140.0, 325.0, 18.0], shoonya_0sTQMRGE438L5D, 5694649]
[paragraph, [76.0, 1158.0, 325.0, 18.0], shoonya_0sTQMRGE438L5D, 5694649]
[paragraph, [76.0, 1176.0, 325.0, 18.0], shoonya_0sTQMRGE438L5D, 5694649]
[paragraph, [76.0, 1194.0, 325.0, 18.0], shoonya_0sTQMRGE438L5D, 5694649]
[paragraph, [76.0, 1212.0, 325.0, 18.0], shoonya_0sTQMRGE438L5D, 5694649]
[paragraph, [76.0, 1230.0, 325.0, 18.0], shoonya_0sTQMRGE438L5D, 5694649]
[paragraph, [417.0, 1174.0, 320.0, 18.0], shoonya_3sEMBLGEOPDU8A, 5694649]
[paragraph, [417.0, 1192.0, 320.0, 18.0], shoonya_3sEMBLGEOPDU8A, 5694649]
[paragraph, [417.0, 1210.0, 320.0, 18.0], shoonya_3sEMBLGEOPDU8A, 5694649]
[paragraph, [417.0, 1228.0, 320.0, 18.0], shoonya_3sEMBLGEOPDU8A, 5694649]
[footnote, [788.0, 1231.0, 288.0, 18.0], os_-1-RN41, 5694649]
