[792, 612]
[paragraph, [225.0, 88.0, 155.0, 18.0], 6bbQ8LHXKU, 6516244]
[paragraph, [51.0, 626.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 644.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [51.0, 662.0, 148.0, 18.0], bLPs4O-i0I, 6516244]
[paragraph, [230.0, 438.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 456.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 474.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 492.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 510.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 528.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 546.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 564.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 582.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 600.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 618.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 636.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 654.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [230.0, 672.0, 151.0, 18.0], EbDLEg0HBA, 6516244]
[paragraph, [409.0, 553.0, 152.0, 18.0], nKPjjTwGGx, 6516244]
[paragraph, [409.0, 571.0, 152.0, 18.0], nKPjjTwGGx, 6516244]
[paragraph, [409.0, 589.0, 152.0, 18.0], nKPjjTwGGx, 6516244]
[paragraph, [409.0, 607.0, 152.0, 18.0], nKPjjTwGGx, 6516244]
[paragraph, [409.0, 625.0, 152.0, 18.0], nKPjjTwGGx, 6516244]
[paragraph, [409.0, 643.0, 152.0, 18.0], nKPjjTwGGx, 6516244]
[paragraph, [409.0, 661.0, 152.0, 18.0], nKPjjTwGGx, 6516244]
