[6000, 4167]
[folio, [1179.0, 614.0, 1732.0, 52.5], shoonya_3sVZPE3433HOI5, 5721275]
[paragraph, [572.0, 4173.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 4225.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 4278.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 4330.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 4383.0, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [572.0, 4435.5, 3036.0, 52.5], XHpwpkZsCj, 5721275]
[paragraph, [564.0, 4595.0, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 4647.5, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 4700.0, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 4752.5, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 4805.0, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 4857.5, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 4910.0, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 4962.5, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 5015.0, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 5067.5, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 5120.0, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 5172.5, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 5225.0, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 5277.5, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 5330.0, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
[paragraph, [564.0, 5382.5, 3043.0, 52.5], shoonya_2sSE3K6XZQ32KD, 5721275]
