[2180, 1639]
[folio, [1401.0, 184.0, 118.0, 36.0], shoonya_10sP8XY5AHTKVY, 5653848]
[paragraph, [790.0, 1150.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1186.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1222.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1258.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1294.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1330.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1366.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1402.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1438.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1474.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1510.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1546.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1582.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1618.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1654.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1690.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1726.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1762.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1798.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [790.0, 1834.0, 767.0, 36.0], shoonya_1sQD8HMLD6JUYN, 5653848]
[paragraph, [814.0, 1900.0, 735.0, 36.0], shoonya_4sKJIA1JQOE2A7, 5653848]
[paragraph, [814.0, 1936.0, 735.0, 36.0], shoonya_4sKJIA1JQOE2A7, 5653848]
[paragraph, [814.0, 1972.0, 735.0, 36.0], shoonya_4sKJIA1JQOE2A7, 5653848]
[paragraph, [814.0, 2008.0, 735.0, 36.0], shoonya_4sKJIA1JQOE2A7, 5653848]
[paragraph, [814.0, 2044.0, 735.0, 36.0], shoonya_4sKJIA1JQOE2A7, 5653848]
[paragraph, [40.0, 1926.0, 748.0, 36.0], shoonya_2sO3VBMM1GP094, 5653848]
[paragraph, [40.0, 1962.0, 748.0, 36.0], shoonya_2sO3VBMM1GP094, 5653848]
[paragraph, [40.0, 1998.0, 748.0, 36.0], shoonya_2sO3VBMM1GP094, 5653848]
[paragraph, [40.0, 2034.0, 748.0, 36.0], shoonya_2sO3VBMM1GP094, 5653848]
[paragraph, [40.0, 2070.0, 748.0, 36.0], shoonya_2sO3VBMM1GP094, 5653848]
[folio, [702.0, 2108.0, 199.0, 36.0], shoonya_9s1OQ4A9IFLFE9, 5653848]
