[2339, 1653]
[paragraph, [390.0, 197.0, 1074.0, 36.0], shoonya_3sXKF6YRM7T526, 5733488]
[paragraph, [390.0, 1752.0, 1069.0, 36.0], shoonya_1s1ZV0YJZ3EVML, 5733488]
[paragraph, [390.0, 1788.0, 1069.0, 36.0], shoonya_1s1ZV0YJZ3EVML, 5733488]
[paragraph, [390.0, 1824.0, 1069.0, 36.0], shoonya_1s1ZV0YJZ3EVML, 5733488]
[paragraph, [390.0, 1860.0, 1069.0, 36.0], shoonya_1s1ZV0YJZ3EVML, 5733488]
[paragraph, [390.0, 1896.0, 1069.0, 36.0], shoonya_1s1ZV0YJZ3EVML, 5733488]
[paragraph, [390.0, 1932.0, 1069.0, 36.0], shoonya_1s1ZV0YJZ3EVML, 5733488]
[paragraph, [390.0, 1968.0, 1069.0, 36.0], shoonya_1s1ZV0YJZ3EVML, 5733488]
[paragraph, [390.0, 2004.0, 1069.0, 36.0], shoonya_1s1ZV0YJZ3EVML, 5733488]
[paragraph, [390.0, 2040.0, 1069.0, 36.0], shoonya_1s1ZV0YJZ3EVML, 5733488]
[paragraph, [390.0, 2076.0, 1069.0, 36.0], shoonya_1s1ZV0YJZ3EVML, 5733488]
[folio, [1040.0, 2182.0, 347.0, 36.0], eCEfguVxVu, 5733488]
