[2428, 1814]
[paragraph, [129.0, 163.0, 711.0, 36.0], shoonya_0s0GWXNSBHMYXG, 5694040]
[paragraph, [861.0, 1733.0, 709.0, 36.0], shoonya_3sEUAU0BBYZT40, 5694040]
[paragraph, [861.0, 1769.0, 709.0, 36.0], shoonya_3sEUAU0BBYZT40, 5694040]
[paragraph, [861.0, 1805.0, 709.0, 36.0], shoonya_3sEUAU0BBYZT40, 5694040]
[paragraph, [861.0, 1841.0, 709.0, 36.0], shoonya_3sEUAU0BBYZT40, 5694040]
[paragraph, [861.0, 1877.0, 709.0, 36.0], shoonya_3sEUAU0BBYZT40, 5694040]
[paragraph, [861.0, 1913.0, 709.0, 36.0], shoonya_3sEUAU0BBYZT40, 5694040]
[paragraph, [861.0, 1949.0, 709.0, 36.0], shoonya_3sEUAU0BBYZT40, 5694040]
[paragraph, [130.0, 1736.0, 703.0, 36.0], shoonya_7sNT51PGS3M522, 5694040]
[paragraph, [130.0, 1772.0, 703.0, 36.0], shoonya_7sNT51PGS3M522, 5694040]
[paragraph, [130.0, 1808.0, 703.0, 36.0], shoonya_7sNT51PGS3M522, 5694040]
[paragraph, [130.0, 1844.0, 703.0, 36.0], shoonya_7sNT51PGS3M522, 5694040]
[paragraph, [129.0, 1892.0, 706.0, 36.0], shoonya_6sQ6ZI782MRCUM, 5694040]
[paragraph, [129.0, 1928.0, 706.0, 36.0], shoonya_6sQ6ZI782MRCUM, 5694040]
[paragraph, [129.0, 1964.0, 706.0, 36.0], shoonya_6sQ6ZI782MRCUM, 5694040]
[paragraph, [129.0, 2000.0, 706.0, 36.0], shoonya_6sQ6ZI782MRCUM, 5694040]
[paragraph, [129.0, 2036.0, 706.0, 36.0], shoonya_6sQ6ZI782MRCUM, 5694040]
[paragraph, [129.0, 2072.0, 706.0, 36.0], shoonya_6sQ6ZI782MRCUM, 5694040]
[paragraph, [858.0, 2010.0, 718.0, 36.0], shoonya_13sBTWI577DEDM, 5694040]
[paragraph, [858.0, 2046.0, 718.0, 36.0], shoonya_13sBTWI577DEDM, 5694040]
[paragraph, [858.0, 2082.0, 718.0, 36.0], shoonya_13sBTWI577DEDM, 5694040]
[paragraph, [858.0, 2118.0, 718.0, 36.0], shoonya_13sBTWI577DEDM, 5694040]
[paragraph, [858.0, 2154.0, 718.0, 36.0], shoonya_13sBTWI577DEDM, 5694040]
[paragraph, [858.0, 2190.0, 718.0, 36.0], shoonya_13sBTWI577DEDM, 5694040]
[paragraph, [123.0, 2125.0, 720.0, 36.0], shoonya_10sFW9N8O5URK0, 5694040]
[paragraph, [123.0, 2161.0, 720.0, 36.0], shoonya_10sFW9N8O5URK0, 5694040]
[paragraph, [123.0, 2197.0, 720.0, 36.0], shoonya_10sFW9N8O5URK0, 5694040]
[folio, [559.0, 2289.0, 577.0, 36.0], shoonya_12sUFO0QS2FBN4, 5694040]
