[1754, 1241]
[chapter-title, [263.0, 103.0, 715.0, 58.5], DL3F7kwvm_, 5709391]
[sub-ordered-list, [94.0, 497.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 533.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 569.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 605.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 641.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 677.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 713.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 749.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 785.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 821.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 857.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 893.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 929.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 965.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1001.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1037.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1073.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1109.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1145.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1181.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1217.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1253.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1289.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1325.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1361.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1397.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1433.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1469.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1505.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
[sub-ordered-list, [94.0, 1541.0, 1045.0, 36.0], shoonya_0sXI0SFZKJQ1Z2, 5709391]
