[1613, 1275]
[paragraph, [646.0, 97.0, 518.0, 36.0], shoonya_0sBC71TEQZ3N3Y, 5758781]
[paragraph, [648.0, 1204.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 1240.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 1276.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 1312.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [648.0, 1348.0, 519.0, 36.0], grypmXbXTl, 5758781]
[paragraph, [108.0, 873.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 909.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 945.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 981.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1017.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1053.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1089.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1125.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1161.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1197.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1233.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1269.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1305.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1341.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1377.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1413.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[paragraph, [108.0, 1449.0, 513.0, 36.0], P_szMsyxaE, 5758781]
[folio, [111.0, 1523.0, 168.0, 36.0], S47Ry-brFh, 5758781]
