[6000, 4167]
[folio, [1234.0, 630.0, 1802.0, 52.5], ACQGuAqfyQ, 5720975]
[paragraph, [594.0, 4418.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4471.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4523.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4576.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4628.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4681.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4733.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4786.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4838.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4891.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4943.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 4996.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 5048.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 5101.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 5153.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 5206.0, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[paragraph, [594.0, 5258.5, 2969.0, 52.5], shoonya_0s90UWE2KP5NV1, 5720975]
[footnote, [2859.0, 5343.0, 276.0, 52.5], WeO9SA7e8S, 5720975]
[footnote, [2859.0, 5395.5, 276.0, 52.5], WeO9SA7e8S, 5720975]
