[4767, 3325]
[folio, [1740.0, 356.0, 960.0, 52.5], 1a6bGLMBEX, 5710318]
[paragraph, [549.0, 2765.0, 2088.0, 52.5], vJFY4FBgah, 5710318]
[quote, [394.0, 2836.0, 2343.0, 52.5], jFLbwcBETM, 5710318]
[quote, [394.0, 2888.5, 2343.0, 52.5], jFLbwcBETM, 5710318]
[quote, [394.0, 2941.0, 2343.0, 52.5], jFLbwcBETM, 5710318]
[quote, [394.0, 2993.5, 2343.0, 52.5], jFLbwcBETM, 5710318]
[paragraph, [352.0, 3084.0, 2423.0, 52.5], u13TG3lYHk, 5710318]
[paragraph, [352.0, 3136.5, 2423.0, 52.5], u13TG3lYHk, 5710318]
[paragraph, [352.0, 3189.0, 2423.0, 52.5], u13TG3lYHk, 5710318]
[paragraph, [352.0, 3241.5, 2423.0, 52.5], u13TG3lYHk, 5710318]
[paragraph, [352.0, 3294.0, 2423.0, 52.5], u13TG3lYHk, 5710318]
[paragraph, [352.0, 3346.5, 2423.0, 52.5], u13TG3lYHk, 5710318]
[paragraph, [352.0, 3399.0, 2423.0, 52.5], u13TG3lYHk, 5710318]
[paragraph, [352.0, 3451.5, 2423.0, 52.5], u13TG3lYHk, 5710318]
[paragraph, [352.0, 3504.0, 2423.0, 52.5], u13TG3lYHk, 5710318]
[paragraph, [352.0, 3571.0, 2448.0, 52.5], H8rA-FZals, 5710318]
[paragraph, [352.0, 3623.5, 2448.0, 52.5], H8rA-FZals, 5710318]
[paragraph, [352.0, 3676.0, 2448.0, 52.5], H8rA-FZals, 5710318]
[paragraph, [352.0, 3728.5, 2448.0, 52.5], H8rA-FZals, 5710318]
[paragraph, [352.0, 3781.0, 2448.0, 52.5], H8rA-FZals, 5710318]
[paragraph, [352.0, 3833.5, 2448.0, 52.5], H8rA-FZals, 5710318]
[paragraph, [339.0, 3940.0, 2473.0, 52.5], 5JWItxilj2, 5710318]
[paragraph, [339.0, 3992.5, 2473.0, 52.5], 5JWItxilj2, 5710318]
[paragraph, [339.0, 4045.0, 2473.0, 52.5], 5JWItxilj2, 5710318]
[paragraph, [339.0, 4097.5, 2473.0, 52.5], 5JWItxilj2, 5710318]
[paragraph, [339.0, 4150.0, 2473.0, 52.5], 5JWItxilj2, 5710318]
