[2280, 1780]
[folio, [1410.0, 60.0, 267.0, 36.0], Gx9EeCwUUt, 5755267]
[placeholder-text, [151.0, 1848.0, 1490.0, 18.0], shoonya_6sG92CJOPO50YF, 5755267]
[placeholder-text, [151.0, 1866.0, 1490.0, 18.0], shoonya_6sG92CJOPO50YF, 5755267]
[placeholder-text, [151.0, 1884.0, 1490.0, 18.0], shoonya_6sG92CJOPO50YF, 5755267]
[placeholder-text, [151.0, 1902.0, 1490.0, 18.0], shoonya_6sG92CJOPO50YF, 5755267]
[placeholder-text, [151.0, 1920.0, 1490.0, 18.0], shoonya_6sG92CJOPO50YF, 5755267]
[placeholder-text, [151.0, 1938.0, 1490.0, 18.0], shoonya_6sG92CJOPO50YF, 5755267]
[placeholder-text, [144.0, 2012.0, 1490.0, 18.0], shoonya_8s0PUE7477NALE, 5755267]
[placeholder-text, [144.0, 2030.0, 1490.0, 18.0], shoonya_8s0PUE7477NALE, 5755267]
[placeholder-text, [144.0, 2048.0, 1490.0, 18.0], shoonya_8s0PUE7477NALE, 5755267]
[placeholder-text, [144.0, 2066.0, 1490.0, 18.0], shoonya_8s0PUE7477NALE, 5755267]
[placeholder-text, [144.0, 2084.0, 1490.0, 18.0], shoonya_8s0PUE7477NALE, 5755267]
[placeholder-text, [144.0, 2102.0, 1490.0, 18.0], shoonya_8s0PUE7477NALE, 5755267]
