[1625, 1211]
[folio, [80.0, 74.0, 197.0, 36.0], 0DRR3128It, 5742167]
[paragraph, [72.0, 908.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [72.0, 944.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [72.0, 980.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [72.0, 1016.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [72.0, 1052.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [72.0, 1088.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [72.0, 1124.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [72.0, 1160.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [72.0, 1196.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [72.0, 1232.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [72.0, 1268.0, 347.0, 36.0], R8X0353FEu, 5742167]
[paragraph, [433.0, 682.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 718.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 754.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 790.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 826.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 862.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 898.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 934.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 970.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 1006.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 1042.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 1078.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 1114.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 1150.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 1186.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 1222.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 1258.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [433.0, 1294.0, 345.0, 36.0], bmxxPEXLvS, 5742167]
[paragraph, [789.0, 707.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 743.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 779.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 815.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 851.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 887.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 923.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 959.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 995.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1031.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1067.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1103.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1139.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1175.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1211.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1247.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1283.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1319.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1355.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1391.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [789.0, 1427.0, 347.0, 36.0], jcv-Xziiet, 5742167]
[paragraph, [75.0, 1356.0, 347.0, 36.0], kgXA5ccKFF, 5742167]
[paragraph, [75.0, 1392.0, 347.0, 36.0], kgXA5ccKFF, 5742167]
[paragraph, [75.0, 1428.0, 347.0, 36.0], kgXA5ccKFF, 5742167]
[paragraph, [75.0, 1464.0, 347.0, 36.0], kgXA5ccKFF, 5742167]
[paragraph, [439.0, 1367.0, 341.0, 36.0], Bcmc0jkUHQ, 5742167]
[paragraph, [439.0, 1403.0, 341.0, 36.0], Bcmc0jkUHQ, 5742167]
[paragraph, [439.0, 1439.0, 341.0, 36.0], Bcmc0jkUHQ, 5742167]
[footnote, [748.0, 1573.0, 401.0, 36.0], rm-8A93Foj, 5742167]
