[1320, 1176]
[folio, [912.0, 54.0, 198.0, 18.0], HdhtvqqW-0, 5694191]
[paragraph, [757.0, 1168.0, 344.0, 18.0], JBeGpy4z2n, 5694191]
[paragraph, [757.0, 1186.0, 344.0, 18.0], JBeGpy4z2n, 5694191]
[paragraph, [757.0, 1204.0, 344.0, 18.0], JBeGpy4z2n, 5694191]
[paragraph, [757.0, 1222.0, 344.0, 18.0], JBeGpy4z2n, 5694191]
[paragraph, [757.0, 1240.0, 344.0, 18.0], JBeGpy4z2n, 5694191]
[paragraph, [57.0, 1174.0, 341.0, 18.0], fSzT-bKy8t, 5694191]
[paragraph, [57.0, 1192.0, 341.0, 18.0], fSzT-bKy8t, 5694191]
[paragraph, [57.0, 1210.0, 341.0, 18.0], fSzT-bKy8t, 5694191]
[paragraph, [57.0, 1228.0, 341.0, 18.0], fSzT-bKy8t, 5694191]
[figure-caption, [520.0, 1232.0, 109.0, 18.0], sUL4NW_3k_, 5694191]
[figure-caption, [520.0, 1250.0, 109.0, 18.0], sUL4NW_3k_, 5694191]
