[1275, 1650]
[folio, [68.0, 115.0, 719.0, 18.0], ib6SKuJ3iT, 5764469]
[second-level-question, [78.0, 791.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 809.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 827.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 845.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 863.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 881.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 899.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[second-level-question, [78.0, 917.0, 746.0, 18.0], 1THDJExPPH, 5764469]
[third-level-question, [146.0, 703.0, 606.0, 18.0], up8noI7HMk, 5764469]
[third-level-question, [146.0, 721.0, 606.0, 18.0], up8noI7HMk, 5764469]
[sidebar, [674.0, 994.0, 138.0, 18.0], At73xIpb70, 5764469]
[sidebar, [674.0, 1012.0, 138.0, 18.0], At73xIpb70, 5764469]
[second-level-question, [78.0, 1048.0, 472.0, 18.0], hivOT7TjsN, 5764469]
[second-level-question, [78.0, 1066.0, 472.0, 18.0], hivOT7TjsN, 5764469]
[folio, [1225.0, 1105.0, 253.0, 18.0], LUEGtWUJkM, 5764469]
[folio, [1225.0, 1123.0, 253.0, 18.0], LUEGtWUJkM, 5764469]
