[2180, 1639]
[headline, [289.0, 321.0, 992.0, 67.5], shoonya_10s2HJU9OEHV4D, 5653906]
[paragraph, [61.0, 1320.0, 758.0, 36.0], shoonya_2sY4NU2B4CS29T, 5653906]
[paragraph, [847.0, 1351.0, 742.0, 36.0], shoonya_7sL0QNDE0C55N8, 5653906]
[paragraph, [847.0, 1387.0, 742.0, 36.0], shoonya_7sL0QNDE0C55N8, 5653906]
[paragraph, [847.0, 1423.0, 742.0, 36.0], shoonya_7sL0QNDE0C55N8, 5653906]
[paragraph, [847.0, 1459.0, 742.0, 36.0], shoonya_7sL0QNDE0C55N8, 5653906]
[paragraph, [847.0, 1495.0, 742.0, 36.0], shoonya_7sL0QNDE0C55N8, 5653906]
[paragraph, [63.0, 1371.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1407.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1443.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1479.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1515.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1551.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1587.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1623.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1659.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1695.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1731.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1767.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1803.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1839.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1875.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1911.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1947.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 1983.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 2019.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 2055.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [63.0, 2091.0, 768.0, 36.0], shoonya_0s3L2KYLQSG0XZ, 5653906]
[paragraph, [843.0, 1524.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1560.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1596.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1632.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1668.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1704.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1740.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1776.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1812.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1848.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1884.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1920.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1956.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 1992.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 2028.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[paragraph, [843.0, 2064.0, 756.0, 36.0], shoonya_3sAJYYVW4WX2DS, 5653906]
[folio, [773.0, 2108.0, 173.0, 36.0], shoonya_13sAAPZOZGF0OS, 5653906]
[footnote, [468.0, 2128.0, 714.0, 36.0], YwWs9r_-ZA, 5653906]
