[2230, 1704]
[paragraph, [41.0, 137.0, 816.0, 36.0], shoonya_6sGEM622PYG6J4, 5654242]
[paragraph, [51.0, 1735.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1771.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1807.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1843.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1879.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1915.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [51.0, 1951.0, 809.0, 36.0], shoonya_0sL4ZOSDOFLKZY, 5654242]
[paragraph, [880.0, 1957.0, 787.0, 36.0], shoonya_7sOK1W5F381OZF, 5654242]
[paragraph, [880.0, 1993.0, 787.0, 36.0], shoonya_7sOK1W5F381OZF, 5654242]
[paragraph, [880.0, 2029.0, 787.0, 36.0], shoonya_7sOK1W5F381OZF, 5654242]
[paragraph, [880.0, 2065.0, 787.0, 36.0], shoonya_7sOK1W5F381OZF, 5654242]
[paragraph, [880.0, 2101.0, 787.0, 36.0], shoonya_7sOK1W5F381OZF, 5654242]
[paragraph, [50.0, 1996.0, 810.0, 36.0], shoonya_5sOFBCLF9A2GSO, 5654242]
[paragraph, [50.0, 2032.0, 810.0, 36.0], shoonya_5sOFBCLF9A2GSO, 5654242]
[paragraph, [50.0, 2068.0, 810.0, 36.0], shoonya_5sOFBCLF9A2GSO, 5654242]
[folio, [771.0, 2162.0, 183.0, 36.0], shoonya_9sVZJLCYBCSG3Z, 5654242]
