[2339, 1653]
[folio, [1097.0, 330.0, 317.0, 36.0], LVpOjnRpeJ, 5735712]
[paragraph, [836.0, 928.0, 578.0, 36.0], shoonya_0sQ708H54Y1MJJ, 5735712]
[paragraph, [836.0, 964.0, 578.0, 36.0], shoonya_0sQ708H54Y1MJJ, 5735712]
[paragraph, [836.0, 1000.0, 578.0, 36.0], shoonya_0sQ708H54Y1MJJ, 5735712]
[paragraph, [836.0, 1036.0, 578.0, 36.0], shoonya_0sQ708H54Y1MJJ, 5735712]
[paragraph, [237.0, 926.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 962.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 998.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1034.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1070.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1106.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1142.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1178.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1214.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1250.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1286.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1322.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1358.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1394.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1430.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1466.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[paragraph, [237.0, 1502.0, 579.0, 36.0], shoonya_5s6WKTETQSCO3W, 5735712]
[author, [1207.0, 1101.0, 208.0, 36.0], shoonya_6sP2MPKRGF8DJC, 5735712]
[paragraph, [868.0, 1148.0, 306.0, 36.0], shoonya_12sJD7T2I5IWDQ, 5735712]
[paragraph, [831.0, 1284.0, 212.0, 36.0], 3Cooef26St, 5735712]
[paragraph, [1087.0, 1368.0, 328.0, 36.0], shoonya_8sF5KDLLOP2Z94, 5735712]
[paragraph, [1087.0, 1404.0, 328.0, 36.0], shoonya_8sF5KDLLOP2Z94, 5735712]
[paragraph, [1087.0, 1440.0, 328.0, 36.0], shoonya_8sF5KDLLOP2Z94, 5735712]
[paragraph, [1087.0, 1476.0, 328.0, 36.0], shoonya_8sF5KDLLOP2Z94, 5735712]
[paragraph, [1087.0, 1512.0, 328.0, 36.0], shoonya_8sF5KDLLOP2Z94, 5735712]
[paragraph, [1087.0, 1548.0, 328.0, 36.0], shoonya_8sF5KDLLOP2Z94, 5735712]
[paragraph, [1087.0, 1584.0, 328.0, 36.0], shoonya_8sF5KDLLOP2Z94, 5735712]
[paragraph, [1087.0, 1620.0, 328.0, 36.0], shoonya_8sF5KDLLOP2Z94, 5735712]
[paragraph, [1087.0, 1656.0, 328.0, 36.0], shoonya_8sF5KDLLOP2Z94, 5735712]
[paragraph, [240.0, 1544.0, 575.0, 36.0], shoonya_1sTVA81VLI2170, 5735712]
[paragraph, [240.0, 1580.0, 575.0, 36.0], shoonya_1sTVA81VLI2170, 5735712]
[paragraph, [240.0, 1616.0, 575.0, 36.0], shoonya_1sTVA81VLI2170, 5735712]
[paragraph, [240.0, 1652.0, 575.0, 36.0], shoonya_1sTVA81VLI2170, 5735712]
[paragraph, [240.0, 1688.0, 575.0, 36.0], shoonya_1sTVA81VLI2170, 5735712]
[paragraph, [240.0, 1724.0, 575.0, 36.0], shoonya_1sTVA81VLI2170, 5735712]
[paragraph, [240.0, 1760.0, 575.0, 36.0], shoonya_1sTVA81VLI2170, 5735712]
[paragraph, [240.0, 1796.0, 575.0, 36.0], shoonya_1sTVA81VLI2170, 5735712]
[paragraph, [240.0, 1832.0, 575.0, 36.0], shoonya_1sTVA81VLI2170, 5735712]
[paragraph, [834.0, 1724.0, 582.0, 36.0], shoonya_10sMGR8XZ1P5OH, 5735712]
[paragraph, [834.0, 1760.0, 582.0, 36.0], shoonya_10sMGR8XZ1P5OH, 5735712]
[paragraph, [834.0, 1796.0, 582.0, 36.0], shoonya_10sMGR8XZ1P5OH, 5735712]
[paragraph, [834.0, 1832.0, 582.0, 36.0], shoonya_10sMGR8XZ1P5OH, 5735712]
[paragraph, [834.0, 1868.0, 582.0, 36.0], shoonya_10sMGR8XZ1P5OH, 5735712]
[paragraph, [834.0, 1904.0, 582.0, 36.0], shoonya_10sMGR8XZ1P5OH, 5735712]
[paragraph, [255.0, 1907.0, 556.0, 36.0], shoonya_14sELTPHF1FHB4, 5735712]
[folio, [237.0, 1967.0, 247.0, 36.0], shoonya_13sEKMU56IGR7V, 5735712]
