[2230, 1704]
[folio, [80.0, 174.0, 244.0, 36.0], KQMr93lWYl, 5653861]
[paragraph, [67.0, 1201.0, 788.0, 36.0], shoonya_6sKV62Z5WARW3S, 5653861]
[paragraph, [67.0, 1237.0, 788.0, 36.0], shoonya_6sKV62Z5WARW3S, 5653861]
[paragraph, [67.0, 1273.0, 788.0, 36.0], shoonya_6sKV62Z5WARW3S, 5653861]
[paragraph, [879.0, 1169.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1205.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1241.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1277.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1313.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1349.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1385.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1421.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1457.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1493.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1529.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1565.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1601.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1637.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1673.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1709.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1745.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1781.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1817.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1853.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1889.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1925.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1961.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 1997.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 2033.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [879.0, 2069.0, 782.0, 36.0], shoonya_0sOYLHUKCJ1FU1, 5653861]
[paragraph, [147.0, 1347.0, 209.0, 36.0], shoonya_8sWSOYU5BOL5EI, 5653861]
[paragraph, [71.0, 1393.0, 790.0, 36.0], shoonya_7s910SDNPBG79F, 5653861]
[paragraph, [71.0, 1429.0, 790.0, 36.0], shoonya_7s910SDNPBG79F, 5653861]
[paragraph, [71.0, 1465.0, 790.0, 36.0], shoonya_7s910SDNPBG79F, 5653861]
[paragraph, [71.0, 1501.0, 790.0, 36.0], shoonya_7s910SDNPBG79F, 5653861]
[paragraph, [71.0, 1537.0, 790.0, 36.0], shoonya_7s910SDNPBG79F, 5653861]
[paragraph, [71.0, 1573.0, 790.0, 36.0], shoonya_7s910SDNPBG79F, 5653861]
[paragraph, [71.0, 1609.0, 790.0, 36.0], shoonya_7s910SDNPBG79F, 5653861]
[paragraph, [71.0, 1645.0, 790.0, 36.0], shoonya_7s910SDNPBG79F, 5653861]
[paragraph, [71.0, 1681.0, 790.0, 36.0], shoonya_7s910SDNPBG79F, 5653861]
[paragraph, [87.0, 1738.0, 766.0, 36.0], shoonya_13sH2DTSE03D9R, 5653861]
[paragraph, [80.0, 1797.0, 784.0, 36.0], shoonya_1s46ZLT91CY17C, 5653861]
[paragraph, [80.0, 1833.0, 784.0, 36.0], shoonya_1s46ZLT91CY17C, 5653861]
[paragraph, [80.0, 1869.0, 784.0, 36.0], shoonya_1s46ZLT91CY17C, 5653861]
[paragraph, [80.0, 1905.0, 784.0, 36.0], shoonya_1s46ZLT91CY17C, 5653861]
[paragraph, [80.0, 1941.0, 784.0, 36.0], shoonya_1s46ZLT91CY17C, 5653861]
[paragraph, [80.0, 1977.0, 784.0, 36.0], shoonya_1s46ZLT91CY17C, 5653861]
[paragraph, [80.0, 2013.0, 784.0, 36.0], shoonya_1s46ZLT91CY17C, 5653861]
[paragraph, [80.0, 2049.0, 784.0, 36.0], shoonya_1s46ZLT91CY17C, 5653861]
[folio, [789.0, 2135.0, 178.0, 36.0], shoonya_12s25UPXWKGU4V, 5653861]
