[1347, 847]
[paragraph, [33.0, 34.0, 771.0, 18.0], cqZuro0KVB, 5660683]
[paragraph, [51.0, 1140.0, 761.0, 18.0], nE4ARGuqTS, 5660683]
[paragraph, [51.0, 1158.0, 761.0, 18.0], nE4ARGuqTS, 5660683]
[paragraph, [51.0, 1176.0, 761.0, 18.0], nE4ARGuqTS, 5660683]
[folio, [557.0, 1207.0, 261.0, 18.0], x4Cjwe0qso, 5660683]
[folio, [557.0, 1225.0, 261.0, 18.0], x4Cjwe0qso, 5660683]
[folio, [8.0, 1265.0, 829.0, 18.0], RxXLB3Fchg, 5660683]
[folio, [8.0, 1283.0, 829.0, 18.0], RxXLB3Fchg, 5660683]
[folio, [8.0, 1301.0, 829.0, 18.0], RxXLB3Fchg, 5660683]
[website-link, [484.0, 1301.0, 207.0, 18.0], Vl4B7TvaNw, 5660683]
[website-link, [156.0, 1305.0, 226.0, 18.0], zcYn0ie7lv, 5660683]
