[1983, 1400]
[website-link, [357.0, 8.0, 691.0, 18.0], o2nrH3Xvqh, 5699224]
[second-level-question, [183.0, 1331.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1367.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1403.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1439.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1475.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1511.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1547.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1583.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1619.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[second-level-question, [183.0, 1655.0, 1083.0, 36.0], 0-gyPcvJgp, 5699224]
[options, [280.0, 1396.0, 232.0, 36.0], s80Q7GQ4W6, 5699224]
[options, [280.0, 1432.0, 232.0, 36.0], s80Q7GQ4W6, 5699224]
[options, [280.0, 1468.0, 232.0, 36.0], s80Q7GQ4W6, 5699224]
[options, [280.0, 1504.0, 232.0, 36.0], s80Q7GQ4W6, 5699224]
[options, [280.0, 1540.0, 232.0, 36.0], s80Q7GQ4W6, 5699224]
[options, [280.0, 1576.0, 232.0, 36.0], s80Q7GQ4W6, 5699224]
[options, [280.0, 1612.0, 232.0, 36.0], s80Q7GQ4W6, 5699224]
[options, [280.0, 1648.0, 232.0, 36.0], s80Q7GQ4W6, 5699224]
[folio, [91.0, 1758.0, 206.0, 36.0], iZVlifS949, 5699224]
[jumpline, [1106.0, 1814.0, 156.0, 36.0], shoonya_2sN3G6OBOFR0RL, 5699224]
[website-link, [363.0, 1926.0, 668.0, 18.0], shoonya_1sRQ5VRXZLPZ1B, 5699224]
[website-link, [363.0, 1944.0, 668.0, 18.0], shoonya_1sRQ5VRXZLPZ1B, 5699224]
