[2339, 1654]
[folio, [120.0, 63.0, 409.0, 36.0], shoonya_3s9DSJJYTH4RXY, 5750938]
[paragraph, [110.0, 824.0, 1463.0, 36.0], shoonya_0sQQUWD1R7P7MI, 5750938]
[paragraph, [110.0, 860.0, 1463.0, 36.0], shoonya_0sQQUWD1R7P7MI, 5750938]
[paragraph, [110.0, 896.0, 1463.0, 36.0], shoonya_0sQQUWD1R7P7MI, 5750938]
[paragraph, [110.0, 932.0, 1463.0, 36.0], shoonya_0sQQUWD1R7P7MI, 5750938]
[paragraph, [110.0, 968.0, 1463.0, 36.0], shoonya_0sQQUWD1R7P7MI, 5750938]
[paragraph, [110.0, 1004.0, 1463.0, 36.0], shoonya_0sQQUWD1R7P7MI, 5750938]
[paragraph, [110.0, 1040.0, 1463.0, 36.0], shoonya_0sQQUWD1R7P7MI, 5750938]
[paragraph, [110.0, 1076.0, 1463.0, 36.0], shoonya_0sQQUWD1R7P7MI, 5750938]
[paragraph, [110.0, 1112.0, 1463.0, 36.0], shoonya_0sQQUWD1R7P7MI, 5750938]
[paragraph, [111.0, 1168.0, 1463.0, 36.0], shoonya_4sB0RFRJ56NVU9, 5750938]
[paragraph, [111.0, 1204.0, 1463.0, 36.0], shoonya_4sB0RFRJ56NVU9, 5750938]
[paragraph, [111.0, 1240.0, 1463.0, 36.0], shoonya_4sB0RFRJ56NVU9, 5750938]
[paragraph, [111.0, 1276.0, 1463.0, 36.0], shoonya_4sB0RFRJ56NVU9, 5750938]
[paragraph, [111.0, 1312.0, 1463.0, 36.0], shoonya_4sB0RFRJ56NVU9, 5750938]
[paragraph, [111.0, 1348.0, 1463.0, 36.0], shoonya_4sB0RFRJ56NVU9, 5750938]
[paragraph, [111.0, 1384.0, 1463.0, 36.0], shoonya_4sB0RFRJ56NVU9, 5750938]
[paragraph, [111.0, 1420.0, 1463.0, 36.0], shoonya_4sB0RFRJ56NVU9, 5750938]
[paragraph, [111.0, 1456.0, 1463.0, 36.0], shoonya_4sB0RFRJ56NVU9, 5750938]
[paragraph, [111.0, 1492.0, 1463.0, 36.0], shoonya_4sB0RFRJ56NVU9, 5750938]
[paragraph, [113.0, 1556.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1592.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1628.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1664.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1700.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1736.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1772.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1808.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1844.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1880.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1916.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1952.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 1988.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 2024.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 2060.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 2096.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 2132.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 2168.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 2204.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
[paragraph, [113.0, 2240.0, 1458.0, 36.0], shoonya_1s41VDN78Z7V6R, 5750938]
