[792, 612]
[paragraph, [50.0, 87.0, 151.0, 18.0], shoonya_9s8HT8W95T7Z4U, 6514582]
[section-title, [410.0, 373.0, 151.0, 30.0], ZDa0q_Afqr, 6514582]
[paragraph, [411.0, 415.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 433.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 451.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 469.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 487.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 505.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 523.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 541.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 559.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 577.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 595.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 613.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [411.0, 631.0, 150.0, 18.0], kJ9KDHxEJH, 6514582]
[paragraph, [230.0, 454.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 472.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 490.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 508.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 526.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 544.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 562.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 580.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 598.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 616.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 634.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 652.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [230.0, 670.0, 152.0, 18.0], YWAOivoo5-, 6514582]
[paragraph, [50.0, 490.0, 151.0, 18.0], shoonya_1sH9OZILD32M75, 6514582]
[paragraph, [50.0, 508.0, 151.0, 18.0], shoonya_1sH9OZILD32M75, 6514582]
[paragraph, [50.0, 526.0, 151.0, 18.0], shoonya_1sH9OZILD32M75, 6514582]
[paragraph, [49.0, 580.0, 152.0, 18.0], shoonya_3sJBJGEF90F3MW, 6514582]
[paragraph, [49.0, 598.0, 152.0, 18.0], shoonya_3sJBJGEF90F3MW, 6514582]
[paragraph, [49.0, 616.0, 152.0, 18.0], shoonya_3sJBJGEF90F3MW, 6514582]
[paragraph, [49.0, 634.0, 152.0, 18.0], shoonya_3sJBJGEF90F3MW, 6514582]
[paragraph, [49.0, 652.0, 152.0, 18.0], shoonya_3sJBJGEF90F3MW, 6514582]
[paragraph, [49.0, 670.0, 152.0, 18.0], shoonya_3sJBJGEF90F3MW, 6514582]
