[1461, 1106]
[section-title, [215.0, 146.0, 207.0, 30.0], 4-RjI3x9E2, 5758767]
[unordered-list, [565.0, 398.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 416.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 434.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 452.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 470.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 488.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 506.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 524.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 542.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 560.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 578.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 596.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 614.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 632.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 650.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 668.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 686.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 704.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 722.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 740.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 758.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 776.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 794.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 812.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 830.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 848.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[unordered-list, [565.0, 866.0, 395.0, 18.0], shoonya_0sKSUE1AS2DX74, 5758767]
[section-title, [138.0, 1035.0, 200.0, 30.0], pCDqZnXWUS, 5758767]
[unordered-list, [154.0, 1084.0, 802.0, 18.0], shoonya_3sUQZ5DQI0NN7K, 5758767]
[unordered-list, [154.0, 1102.0, 802.0, 18.0], shoonya_3sUQZ5DQI0NN7K, 5758767]
[unordered-list, [154.0, 1120.0, 802.0, 18.0], shoonya_3sUQZ5DQI0NN7K, 5758767]
[unordered-list, [154.0, 1138.0, 802.0, 18.0], shoonya_3sUQZ5DQI0NN7K, 5758767]
[folio, [745.0, 1345.0, 176.0, 18.0], qAeDL7G_Gf, 5758767]
