[1625, 1211]
[headline, [252.0, 93.0, 731.0, 37.5], shoonya_0sUC3QAP9MWHNY, 5742440]
[paragraph, [432.0, 1380.0, 338.0, 36.0], i9-K-T8jXX, 5742440]
[paragraph, [432.0, 1416.0, 338.0, 36.0], i9-K-T8jXX, 5742440]
[paragraph, [432.0, 1452.0, 338.0, 36.0], i9-K-T8jXX, 5742440]
[paragraph, [66.0, 1162.0, 347.0, 36.0], T8BEK-xVsx, 5742440]
[paragraph, [66.0, 1198.0, 347.0, 36.0], T8BEK-xVsx, 5742440]
[paragraph, [66.0, 1234.0, 347.0, 36.0], T8BEK-xVsx, 5742440]
[paragraph, [66.0, 1270.0, 347.0, 36.0], T8BEK-xVsx, 5742440]
[paragraph, [66.0, 1306.0, 347.0, 36.0], T8BEK-xVsx, 5742440]
[paragraph, [66.0, 1342.0, 347.0, 36.0], T8BEK-xVsx, 5742440]
[paragraph, [66.0, 1378.0, 347.0, 36.0], T8BEK-xVsx, 5742440]
[paragraph, [66.0, 1414.0, 347.0, 36.0], T8BEK-xVsx, 5742440]
[paragraph, [66.0, 1450.0, 347.0, 36.0], T8BEK-xVsx, 5742440]
[footnote, [58.0, 1510.0, 1097.0, 36.0], PtgZaEprhM, 5742440]
[footnote, [58.0, 1546.0, 1097.0, 36.0], PtgZaEprhM, 5742440]
[footnote, [58.0, 1582.0, 1097.0, 36.0], PtgZaEprhM, 5742440]
[footnote, [733.0, 1570.0, 400.0, 36.0], OCdewhzEA4, 5742440]
