[6000, 4167]
[paragraph, [563.0, 855.0, 3008.0, 52.5], shoonya_1s2SCV3TQ1AJX2, 5721749]
[paragraph, [583.0, 4312.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4365.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4417.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4470.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4522.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4575.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4627.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4680.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4732.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4785.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4837.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4890.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4942.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 4995.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 5047.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 5100.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 5152.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 5205.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 5257.5, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
[paragraph, [583.0, 5310.0, 3000.0, 52.5], Ao8NL3jJZq, 5721749]
