[1238, 765]
[folio, [298.0, 67.0, 145.0, 18.0], coYqV0jRiF, 5770677]
[paragraph, [385.0, 513.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 531.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 549.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 567.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 585.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 603.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 621.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 639.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 657.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 675.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 693.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 711.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 729.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 747.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 765.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 783.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 801.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 819.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 837.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 855.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 873.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 891.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 909.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 927.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 945.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 963.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 981.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 999.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 1017.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 1035.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 1053.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 1071.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 1089.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 1107.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 1125.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [385.0, 1143.0, 311.0, 18.0], 6K7BrfVNOG, 5770677]
[paragraph, [76.0, 302.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 320.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 338.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 356.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 374.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 392.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 410.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 428.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 446.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 464.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 482.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 500.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 518.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 536.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 554.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 572.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 590.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 608.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 626.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 644.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 662.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 680.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 698.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 716.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 734.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 752.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 770.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 788.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 806.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 824.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 842.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 860.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 878.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 896.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 914.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 932.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 950.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [76.0, 968.0, 305.0, 18.0], cmKBzS5z4v, 5770677]
[paragraph, [70.0, 992.0, 311.0, 18.0], ZZe-BqYxNw, 5770677]
[paragraph, [70.0, 1010.0, 311.0, 18.0], ZZe-BqYxNw, 5770677]
[paragraph, [70.0, 1028.0, 311.0, 18.0], ZZe-BqYxNw, 5770677]
[paragraph, [70.0, 1046.0, 311.0, 18.0], ZZe-BqYxNw, 5770677]
[paragraph, [70.0, 1064.0, 311.0, 18.0], ZZe-BqYxNw, 5770677]
[paragraph, [70.0, 1082.0, 311.0, 18.0], ZZe-BqYxNw, 5770677]
[paragraph, [70.0, 1100.0, 311.0, 18.0], ZZe-BqYxNw, 5770677]
[paragraph, [70.0, 1118.0, 311.0, 18.0], ZZe-BqYxNw, 5770677]
[paragraph, [70.0, 1136.0, 311.0, 18.0], ZZe-BqYxNw, 5770677]
[paragraph, [70.0, 1154.0, 311.0, 18.0], ZZe-BqYxNw, 5770677]
