[1983, 2806]
[section-title, [263.0, 105.0, 913.0, 49.5], shoonya_10s9EKOIVN3IBD, 5700155]
[paragraph, [266.0, 798.0, 947.0, 36.0], VYn-FCkzZV, 5700155]
[paragraph, [266.0, 834.0, 947.0, 36.0], VYn-FCkzZV, 5700155]
[paragraph, [266.0, 870.0, 947.0, 36.0], VYn-FCkzZV, 5700155]
[paragraph, [266.0, 906.0, 947.0, 36.0], VYn-FCkzZV, 5700155]
[paragraph, [1585.0, 966.0, 596.0, 36.0], BHg2Yz6FTl, 5700155]
[paragraph, [1585.0, 1002.0, 596.0, 36.0], BHg2Yz6FTl, 5700155]
[paragraph, [1585.0, 1038.0, 596.0, 36.0], BHg2Yz6FTl, 5700155]
[paragraph, [1585.0, 1074.0, 596.0, 36.0], BHg2Yz6FTl, 5700155]
[paragraph, [1585.0, 1110.0, 596.0, 36.0], BHg2Yz6FTl, 5700155]
[paragraph, [264.0, 973.0, 891.0, 36.0], shoonya_12sZUVEPXSS8P1, 5700155]
[paragraph, [264.0, 1009.0, 891.0, 36.0], shoonya_12sZUVEPXSS8P1, 5700155]
[paragraph, [264.0, 1045.0, 891.0, 36.0], shoonya_12sZUVEPXSS8P1, 5700155]
[paragraph, [252.0, 1131.0, 957.0, 36.0], Z_7xvyVCWo, 5700155]
[paragraph, [252.0, 1167.0, 957.0, 36.0], Z_7xvyVCWo, 5700155]
[paragraph, [252.0, 1203.0, 957.0, 36.0], Z_7xvyVCWo, 5700155]
[section-title, [1574.0, 1205.0, 719.0, 49.5], WTiMDQKXj3, 5700155]
[paragraph, [245.0, 1299.0, 1006.0, 36.0], HlrnvC4Hp_, 5700155]
[paragraph, [245.0, 1335.0, 1006.0, 36.0], HlrnvC4Hp_, 5700155]
[paragraph, [245.0, 1371.0, 1006.0, 36.0], HlrnvC4Hp_, 5700155]
[paragraph, [245.0, 1407.0, 1006.0, 36.0], HlrnvC4Hp_, 5700155]
[paragraph, [1579.0, 1303.0, 936.0, 36.0], shoonya_3sWZHYPYFPS5KO, 5700155]
[paragraph, [1579.0, 1339.0, 936.0, 36.0], shoonya_3sWZHYPYFPS5KO, 5700155]
[paragraph, [1579.0, 1375.0, 936.0, 36.0], shoonya_3sWZHYPYFPS5KO, 5700155]
[paragraph, [1579.0, 1411.0, 936.0, 36.0], shoonya_3sWZHYPYFPS5KO, 5700155]
[paragraph, [1579.0, 1447.0, 936.0, 36.0], shoonya_3sWZHYPYFPS5KO, 5700155]
[paragraph, [245.0, 1506.0, 869.0, 36.0], QHBo3wYbvs, 5700155]
[paragraph, [245.0, 1542.0, 869.0, 36.0], QHBo3wYbvs, 5700155]
[paragraph, [245.0, 1578.0, 869.0, 36.0], QHBo3wYbvs, 5700155]
[paragraph, [245.0, 1614.0, 869.0, 36.0], QHBo3wYbvs, 5700155]
