[1372, 849]
[section-title, [234.0, 190.0, 382.0, 30.0], shoonya_0sST83XNB3TEVZ, 5709767]
[paragraph, [58.0, 1006.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1024.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1042.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1060.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1078.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1096.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1114.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1132.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1150.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1168.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1186.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1204.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1222.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1240.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1258.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
[paragraph, [58.0, 1276.0, 741.0, 18.0], shoonya_1sH8MAKZVP8VKT, 5709767]
