[1320, 1176]
[folio, [79.0, 57.0, 169.0, 18.0], shoonya_0sYOQR89WBWP6E, 5693980]
[paragraph, [85.0, 407.0, 321.0, 18.0], xTy27CoofW, 5693980]
[paragraph, [88.0, 444.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 462.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 480.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 498.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 516.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 534.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 552.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 570.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 588.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 606.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 624.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 642.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 660.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 678.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [88.0, 696.0, 320.0, 18.0], AvqNg3ru8v, 5693980]
[paragraph, [459.0, 506.0, 239.0, 18.0], 6kVktlEt2j, 5693980]
[paragraph, [433.0, 535.0, 317.0, 18.0], V_4rXymOmY, 5693980]
[paragraph, [433.0, 553.0, 317.0, 18.0], V_4rXymOmY, 5693980]
[paragraph, [430.0, 596.0, 317.0, 18.0], NN5R8Y_oEa, 5693980]
[paragraph, [430.0, 614.0, 317.0, 18.0], NN5R8Y_oEa, 5693980]
[paragraph, [430.0, 632.0, 317.0, 18.0], NN5R8Y_oEa, 5693980]
[paragraph, [430.0, 650.0, 317.0, 18.0], NN5R8Y_oEa, 5693980]
[paragraph, [430.0, 668.0, 317.0, 18.0], NN5R8Y_oEa, 5693980]
[paragraph, [769.0, 613.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 631.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 649.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 667.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 685.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 703.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 721.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 739.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 757.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 775.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 793.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 811.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [769.0, 829.0, 321.0, 18.0], 0yea1mopS6, 5693980]
[paragraph, [427.0, 703.0, 324.0, 18.0], yXv_v5gw-c, 5693980]
[paragraph, [427.0, 721.0, 324.0, 18.0], yXv_v5gw-c, 5693980]
[paragraph, [427.0, 739.0, 324.0, 18.0], yXv_v5gw-c, 5693980]
[paragraph, [427.0, 757.0, 324.0, 18.0], yXv_v5gw-c, 5693980]
[paragraph, [427.0, 775.0, 324.0, 18.0], yXv_v5gw-c, 5693980]
[paragraph, [85.0, 734.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 752.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 770.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 788.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 806.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 824.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 842.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 860.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 878.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 896.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 914.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 932.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [85.0, 950.0, 321.0, 18.0], kNQQzdVyIn, 5693980]
[paragraph, [428.0, 817.0, 320.0, 18.0], 9NtYx3ZeUB, 5693980]
[paragraph, [428.0, 835.0, 320.0, 18.0], 9NtYx3ZeUB, 5693980]
[paragraph, [772.0, 873.0, 318.0, 18.0], WDo1XNaGun, 5693980]
[paragraph, [772.0, 891.0, 318.0, 18.0], WDo1XNaGun, 5693980]
[paragraph, [772.0, 909.0, 318.0, 18.0], WDo1XNaGun, 5693980]
[paragraph, [772.0, 927.0, 318.0, 18.0], WDo1XNaGun, 5693980]
[paragraph, [772.0, 945.0, 318.0, 18.0], WDo1XNaGun, 5693980]
[paragraph, [772.0, 963.0, 318.0, 18.0], WDo1XNaGun, 5693980]
[paragraph, [772.0, 981.0, 318.0, 18.0], WDo1XNaGun, 5693980]
[paragraph, [772.0, 999.0, 318.0, 18.0], WDo1XNaGun, 5693980]
[paragraph, [428.0, 876.0, 320.0, 18.0], 6JvzOFxjr7, 5693980]
[paragraph, [428.0, 894.0, 320.0, 18.0], 6JvzOFxjr7, 5693980]
[paragraph, [428.0, 912.0, 320.0, 18.0], 6JvzOFxjr7, 5693980]
[paragraph, [428.0, 930.0, 320.0, 18.0], 6JvzOFxjr7, 5693980]
[paragraph, [428.0, 948.0, 320.0, 18.0], 6JvzOFxjr7, 5693980]
[paragraph, [428.0, 966.0, 320.0, 18.0], 6JvzOFxjr7, 5693980]
[paragraph, [428.0, 984.0, 320.0, 18.0], 6JvzOFxjr7, 5693980]
[paragraph, [79.0, 988.0, 325.0, 18.0], Rb-wCBIABl, 5693980]
[paragraph, [79.0, 1006.0, 325.0, 18.0], Rb-wCBIABl, 5693980]
[paragraph, [79.0, 1024.0, 325.0, 18.0], Rb-wCBIABl, 5693980]
[paragraph, [79.0, 1042.0, 325.0, 18.0], Rb-wCBIABl, 5693980]
[paragraph, [413.0, 1009.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1027.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1045.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1063.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1081.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1099.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1117.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1135.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1153.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1171.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1189.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1207.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1225.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [413.0, 1243.0, 335.0, 18.0], vIqTqZOArC, 5693980]
[paragraph, [766.0, 1041.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1059.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1077.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1095.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1113.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1131.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1149.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1167.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1185.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1203.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1221.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [766.0, 1239.0, 328.0, 18.0], zh3jORrJ10, 5693980]
[paragraph, [60.0, 1064.0, 347.0, 18.0], y9VbXvL94w, 5693980]
[paragraph, [60.0, 1082.0, 347.0, 18.0], y9VbXvL94w, 5693980]
[paragraph, [60.0, 1100.0, 347.0, 18.0], y9VbXvL94w, 5693980]
[paragraph, [60.0, 1118.0, 347.0, 18.0], y9VbXvL94w, 5693980]
[paragraph, [60.0, 1136.0, 347.0, 18.0], y9VbXvL94w, 5693980]
[paragraph, [60.0, 1154.0, 347.0, 18.0], y9VbXvL94w, 5693980]
[paragraph, [60.0, 1172.0, 347.0, 18.0], y9VbXvL94w, 5693980]
[paragraph, [60.0, 1190.0, 347.0, 18.0], y9VbXvL94w, 5693980]
[paragraph, [60.0, 1208.0, 347.0, 18.0], y9VbXvL94w, 5693980]
[paragraph, [60.0, 1226.0, 347.0, 18.0], y9VbXvL94w, 5693980]
[paragraph, [60.0, 1244.0, 347.0, 18.0], y9VbXvL94w, 5693980]
