[2067, 1567]
[folio, [192.0, 191.0, 249.0, 36.0], shoonya_12s18WCW5LJSP4, 5735674]
[paragraph, [192.0, 1193.0, 582.0, 36.0], shoonya_2sJ04FLVG8923Q, 5735674]
[paragraph, [192.0, 1229.0, 582.0, 36.0], shoonya_2sJ04FLVG8923Q, 5735674]
[paragraph, [192.0, 1265.0, 582.0, 36.0], shoonya_2sJ04FLVG8923Q, 5735674]
[paragraph, [789.0, 1095.0, 583.0, 36.0], shoonya_6sSJA86XLPWXNC, 5735674]
[paragraph, [789.0, 1131.0, 583.0, 36.0], shoonya_6sSJA86XLPWXNC, 5735674]
[paragraph, [789.0, 1167.0, 583.0, 36.0], shoonya_6sSJA86XLPWXNC, 5735674]
[paragraph, [792.0, 1230.0, 579.0, 36.0], shoonya_3s6OA0HYM4F0P1, 5735674]
[paragraph, [792.0, 1266.0, 579.0, 36.0], shoonya_3s6OA0HYM4F0P1, 5735674]
[paragraph, [792.0, 1302.0, 579.0, 36.0], shoonya_3s6OA0HYM4F0P1, 5735674]
[paragraph, [792.0, 1338.0, 579.0, 36.0], shoonya_3s6OA0HYM4F0P1, 5735674]
[paragraph, [792.0, 1374.0, 579.0, 36.0], shoonya_3s6OA0HYM4F0P1, 5735674]
[paragraph, [792.0, 1410.0, 579.0, 36.0], shoonya_3s6OA0HYM4F0P1, 5735674]
[paragraph, [792.0, 1446.0, 579.0, 36.0], shoonya_3s6OA0HYM4F0P1, 5735674]
[paragraph, [194.0, 1317.0, 582.0, 36.0], shoonya_5sZY6QRVRK92YB, 5735674]
[paragraph, [194.0, 1353.0, 582.0, 36.0], shoonya_5sZY6QRVRK92YB, 5735674]
[paragraph, [194.0, 1389.0, 582.0, 36.0], shoonya_5sZY6QRVRK92YB, 5735674]
[paragraph, [194.0, 1425.0, 582.0, 36.0], shoonya_5sZY6QRVRK92YB, 5735674]
[paragraph, [194.0, 1461.0, 582.0, 36.0], shoonya_5sZY6QRVRK92YB, 5735674]
[paragraph, [194.0, 1497.0, 582.0, 36.0], shoonya_5sZY6QRVRK92YB, 5735674]
[paragraph, [194.0, 1533.0, 582.0, 36.0], shoonya_5sZY6QRVRK92YB, 5735674]
[author, [1124.0, 1490.0, 242.0, 36.0], shoonya_11sHJT7VO1LVYD, 5735674]
[sidebar, [13.0, 1573.0, 146.0, 36.0], aJkbWSWAKb, 5735674]
[paragraph, [194.0, 1583.0, 582.0, 36.0], shoonya_4sGBAISCYP6MJV, 5735674]
[paragraph, [194.0, 1619.0, 582.0, 36.0], shoonya_4sGBAISCYP6MJV, 5735674]
[paragraph, [194.0, 1655.0, 582.0, 36.0], shoonya_4sGBAISCYP6MJV, 5735674]
[paragraph, [194.0, 1691.0, 582.0, 36.0], shoonya_4sGBAISCYP6MJV, 5735674]
[paragraph, [194.0, 1727.0, 582.0, 36.0], shoonya_4sGBAISCYP6MJV, 5735674]
[paragraph, [194.0, 1763.0, 582.0, 36.0], shoonya_4sGBAISCYP6MJV, 5735674]
[paragraph, [794.0, 1628.0, 144.0, 36.0], ZJbKUr_6PH, 5735674]
[paragraph, [793.0, 1719.0, 581.0, 36.0], shoonya_13s6CQSKR6SH1S, 5735674]
[paragraph, [793.0, 1755.0, 581.0, 36.0], shoonya_13s6CQSKR6SH1S, 5735674]
[folio, [1140.0, 1824.0, 230.0, 36.0], zNXkYZ2Uyv, 5735674]
