[792, 612]
[paragraph, [74.0, 4.0, 151.0, 18.0], shoonya_1sJNW1PS0K1DOE, 6514805]
[paragraph, [387.0, 418.0, 149.0, 18.0], shoonya_8sJCY6VLQ2EU8U, 6514805]
[paragraph, [387.0, 436.0, 149.0, 18.0], shoonya_8sJCY6VLQ2EU8U, 6514805]
[paragraph, [387.0, 454.0, 149.0, 18.0], shoonya_8sJCY6VLQ2EU8U, 6514805]
[paragraph, [387.0, 472.0, 149.0, 18.0], shoonya_8sJCY6VLQ2EU8U, 6514805]
[paragraph, [387.0, 490.0, 149.0, 18.0], shoonya_8sJCY6VLQ2EU8U, 6514805]
[paragraph, [387.0, 508.0, 149.0, 18.0], shoonya_8sJCY6VLQ2EU8U, 6514805]
[paragraph, [387.0, 526.0, 149.0, 18.0], shoonya_8sJCY6VLQ2EU8U, 6514805]
[paragraph, [387.0, 544.0, 149.0, 18.0], shoonya_8sJCY6VLQ2EU8U, 6514805]
[paragraph, [387.0, 562.0, 149.0, 18.0], shoonya_8sJCY6VLQ2EU8U, 6514805]
[paragraph, [76.0, 433.0, 149.0, 18.0], shoonya_11sN5MPTPV9MV8, 6514805]
[paragraph, [76.0, 451.0, 149.0, 18.0], shoonya_11sN5MPTPV9MV8, 6514805]
[paragraph, [76.0, 469.0, 149.0, 18.0], shoonya_11sN5MPTPV9MV8, 6514805]
[paragraph, [76.0, 487.0, 149.0, 18.0], shoonya_11sN5MPTPV9MV8, 6514805]
[paragraph, [76.0, 505.0, 149.0, 18.0], shoonya_11sN5MPTPV9MV8, 6514805]
[paragraph, [76.0, 523.0, 149.0, 18.0], shoonya_11sN5MPTPV9MV8, 6514805]
[paragraph, [76.0, 541.0, 149.0, 18.0], shoonya_11sN5MPTPV9MV8, 6514805]
[paragraph, [76.0, 559.0, 149.0, 18.0], shoonya_11sN5MPTPV9MV8, 6514805]
[paragraph, [76.0, 577.0, 149.0, 18.0], shoonya_11sN5MPTPV9MV8, 6514805]
[paragraph, [76.0, 595.0, 149.0, 18.0], shoonya_11sN5MPTPV9MV8, 6514805]
[contact-info, [410.0, 584.0, 124.0, 18.0], shoonya_5sGBIDWF2UD4E0, 6514805]
[contact-info, [410.0, 602.0, 124.0, 18.0], shoonya_5sGBIDWF2UD4E0, 6514805]
