[1320, 1176]
[paragraph, [102.0, 183.0, 317.0, 18.0], kaTk1Bmau6, 5693879]
[paragraph, [436.0, 338.0, 322.0, 18.0], shoonya_2sW8OHURVU1AZI, 5693879]
[paragraph, [436.0, 356.0, 322.0, 18.0], shoonya_2sW8OHURVU1AZI, 5693879]
[paragraph, [436.0, 374.0, 322.0, 18.0], shoonya_2sW8OHURVU1AZI, 5693879]
[paragraph, [436.0, 392.0, 322.0, 18.0], shoonya_2sW8OHURVU1AZI, 5693879]
[paragraph, [436.0, 410.0, 322.0, 18.0], shoonya_2sW8OHURVU1AZI, 5693879]
[paragraph, [436.0, 428.0, 322.0, 18.0], shoonya_2sW8OHURVU1AZI, 5693879]
[paragraph, [434.0, 467.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 485.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 503.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 521.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 539.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 557.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 575.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 593.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 611.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 629.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 647.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 665.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [434.0, 683.0, 322.0, 18.0], shoonya_1sVSMLY9WJASJE, 5693879]
[paragraph, [99.0, 603.0, 333.0, 18.0], -8vlnZwf3W, 5693879]
[paragraph, [99.0, 621.0, 333.0, 18.0], -8vlnZwf3W, 5693879]
[paragraph, [99.0, 639.0, 333.0, 18.0], -8vlnZwf3W, 5693879]
[paragraph, [99.0, 657.0, 333.0, 18.0], -8vlnZwf3W, 5693879]
[paragraph, [99.0, 675.0, 333.0, 18.0], -8vlnZwf3W, 5693879]
