[2339, 1653]
[folio, [1208.0, 309.0, 279.0, 36.0], shoonya_5sHFVM2CUHZFT0, 5738472]
[options, [235.0, 1579.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1615.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1651.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1687.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1723.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1759.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1795.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1831.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1867.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [235.0, 1903.0, 572.0, 36.0], shoonya_4sQZVPF43UI43R, 5738472]
[options, [922.0, 1612.0, 314.0, 36.0], shoonya_6s5B8R9BY1DGZX, 5738472]
[options, [922.0, 1648.0, 314.0, 36.0], shoonya_6s5B8R9BY1DGZX, 5738472]
[options, [922.0, 1684.0, 314.0, 36.0], shoonya_6s5B8R9BY1DGZX, 5738472]
[options, [922.0, 1720.0, 314.0, 36.0], shoonya_6s5B8R9BY1DGZX, 5738472]
[options, [922.0, 1756.0, 314.0, 36.0], shoonya_6s5B8R9BY1DGZX, 5738472]
[options, [922.0, 1792.0, 314.0, 36.0], shoonya_6s5B8R9BY1DGZX, 5738472]
[options, [922.0, 1828.0, 314.0, 36.0], shoonya_6s5B8R9BY1DGZX, 5738472]
[options, [922.0, 1864.0, 314.0, 36.0], shoonya_6s5B8R9BY1DGZX, 5738472]
[options, [922.0, 1900.0, 314.0, 36.0], shoonya_6s5B8R9BY1DGZX, 5738472]
