[2068, 1551]
[folio, [107.0, 46.0, 426.0, 36.0], cPKtFZ1Lh4, 5712336]
[paragraph, [60.0, 1759.0, 723.0, 36.0], shoonya_2sCXSDROJ1KWRQ, 5712336]
[paragraph, [60.0, 1795.0, 723.0, 36.0], shoonya_2sCXSDROJ1KWRQ, 5712336]
[paragraph, [60.0, 1831.0, 723.0, 36.0], shoonya_2sCXSDROJ1KWRQ, 5712336]
[paragraph, [60.0, 1867.0, 723.0, 36.0], shoonya_2sCXSDROJ1KWRQ, 5712336]
[paragraph, [60.0, 1903.0, 723.0, 36.0], shoonya_2sCXSDROJ1KWRQ, 5712336]
[paragraph, [60.0, 1939.0, 723.0, 36.0], shoonya_2sCXSDROJ1KWRQ, 5712336]
[paragraph, [782.0, 1583.0, 739.0, 36.0], 5-5y0mSUhK, 5712336]
[paragraph, [782.0, 1619.0, 739.0, 36.0], 5-5y0mSUhK, 5712336]
[paragraph, [782.0, 1655.0, 739.0, 36.0], 5-5y0mSUhK, 5712336]
[paragraph, [782.0, 1691.0, 739.0, 36.0], 5-5y0mSUhK, 5712336]
[paragraph, [784.0, 1751.0, 739.0, 36.0], shoonya_5s15W21BTO82W9, 5712336]
[paragraph, [784.0, 1787.0, 739.0, 36.0], shoonya_5s15W21BTO82W9, 5712336]
[paragraph, [784.0, 1823.0, 739.0, 36.0], shoonya_5s15W21BTO82W9, 5712336]
[paragraph, [784.0, 1859.0, 739.0, 36.0], shoonya_5s15W21BTO82W9, 5712336]
[paragraph, [784.0, 1895.0, 739.0, 36.0], shoonya_5s15W21BTO82W9, 5712336]
[paragraph, [784.0, 1931.0, 739.0, 36.0], shoonya_5s15W21BTO82W9, 5712336]
[paragraph, [784.0, 1967.0, 739.0, 36.0], shoonya_5s15W21BTO82W9, 5712336]
