[1298, 853]
[section-title, [307.0, 68.0, 240.0, 30.0], shoonya_3sEWT30CCMD8DD, 5709854]
[paragraph, [60.0, 818.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 836.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 854.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 872.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 890.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 908.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 926.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 944.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 962.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 980.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [60.0, 998.0, 732.0, 18.0], shoonya_1s9VLHTVMXQELT, 5709854]
[paragraph, [57.0, 1017.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
[paragraph, [57.0, 1035.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
[paragraph, [57.0, 1053.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
[paragraph, [57.0, 1071.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
[paragraph, [57.0, 1089.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
[paragraph, [57.0, 1107.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
[paragraph, [57.0, 1125.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
[paragraph, [57.0, 1143.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
[paragraph, [57.0, 1161.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
[paragraph, [57.0, 1179.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
[paragraph, [57.0, 1197.0, 739.0, 18.0], shoonya_2s4YJVD9Z6QTQM, 5709854]
