[1418, 1064]
[folio, [103.0, 81.0, 569.0, 18.0], shoonya_0s5RV5TO55JP2L, 6468712]
[ordered-list, [102.0, 1079.0, 857.0, 18.0], 0gy5jV1iig, 6468712]
[ordered-list, [102.0, 1097.0, 857.0, 18.0], 0gy5jV1iig, 6468712]
[ordered-list, [102.0, 1115.0, 857.0, 18.0], 0gy5jV1iig, 6468712]
[ordered-list, [102.0, 1133.0, 857.0, 18.0], 0gy5jV1iig, 6468712]
[ordered-list, [102.0, 1151.0, 857.0, 18.0], 0gy5jV1iig, 6468712]
[ordered-list, [102.0, 1169.0, 857.0, 18.0], 0gy5jV1iig, 6468712]
[ordered-list, [102.0, 1187.0, 857.0, 18.0], 0gy5jV1iig, 6468712]
[ordered-list, [102.0, 1205.0, 857.0, 18.0], 0gy5jV1iig, 6468712]
[ordered-list, [102.0, 1223.0, 857.0, 18.0], 0gy5jV1iig, 6468712]
[ordered-list, [102.0, 1241.0, 857.0, 18.0], 0gy5jV1iig, 6468712]
[sub-ordered-list, [170.0, 956.0, 463.0, 18.0], M_f1nb3EHz, 6468712]
[sub-ordered-list, [170.0, 974.0, 463.0, 18.0], M_f1nb3EHz, 6468712]
[sub-ordered-list, [170.0, 992.0, 463.0, 18.0], M_f1nb3EHz, 6468712]
[sub-ordered-list, [170.0, 1010.0, 463.0, 18.0], M_f1nb3EHz, 6468712]
[sub-ordered-list, [170.0, 1028.0, 463.0, 18.0], M_f1nb3EHz, 6468712]
[sub-ordered-list, [170.0, 1046.0, 463.0, 18.0], M_f1nb3EHz, 6468712]
[sub-ordered-list, [170.0, 1064.0, 463.0, 18.0], M_f1nb3EHz, 6468712]
[sub-ordered-list, [170.0, 1082.0, 463.0, 18.0], M_f1nb3EHz, 6468712]
[sub-ordered-list, [171.0, 1169.0, 301.0, 18.0], WbDWvcSR9-, 6468712]
[sub-ordered-list, [171.0, 1187.0, 301.0, 18.0], WbDWvcSR9-, 6468712]
[sub-ordered-list, [171.0, 1205.0, 301.0, 18.0], WbDWvcSR9-, 6468712]
[sub-ordered-list, [171.0, 1223.0, 301.0, 18.0], WbDWvcSR9-, 6468712]
[sub-ordered-list, [171.0, 1241.0, 301.0, 18.0], WbDWvcSR9-, 6468712]
[folio, [112.0, 1323.0, 257.0, 18.0], 1uUyVZRs36, 6468712]
