[1518, 1075]
[folio, [454.0, 115.0, 71.0, 36.0], 55swtrrtQ6, 5722666]
[paragraph, [534.0, 534.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 570.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 606.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 642.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 678.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 714.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 750.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 786.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 822.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 858.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 894.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 930.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 966.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 1002.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 1038.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 1074.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 1110.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 1146.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 1182.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 1218.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 1254.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [534.0, 1290.0, 428.0, 36.0], shoonya_3sT0DZKKZEGKTS, 5722666]
[paragraph, [90.0, 911.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[paragraph, [90.0, 947.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[paragraph, [90.0, 983.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[paragraph, [90.0, 1019.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[paragraph, [90.0, 1055.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[paragraph, [90.0, 1091.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[paragraph, [90.0, 1127.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[paragraph, [90.0, 1163.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[paragraph, [90.0, 1199.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[paragraph, [90.0, 1235.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[paragraph, [90.0, 1271.0, 427.0, 36.0], shoonya_0s89X514KFRL4Y, 5722666]
[folio, [212.0, 1336.0, 638.0, 36.0], shoonya_6s4OLLEUBSYPV3, 5722666]
[folio, [659.0, 1373.0, 218.0, 36.0], shoonya_5sVD9H8W5H1NKV, 5722666]
