[2067, 1567]
[folio, [1077.0, 188.0, 295.0, 36.0], 5F7BWHO7e-, 5735310]
[paragraph, [191.0, 1527.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1563.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1599.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1635.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1671.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1707.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [191.0, 1743.0, 581.0, 36.0], shoonya_0sT2XMBMN270IK, 5735310]
[paragraph, [790.0, 1496.0, 583.0, 36.0], shoonya_7sPAL0X3RO2AUQ, 5735310]
[paragraph, [790.0, 1532.0, 583.0, 36.0], shoonya_7sPAL0X3RO2AUQ, 5735310]
[paragraph, [790.0, 1568.0, 583.0, 36.0], shoonya_7sPAL0X3RO2AUQ, 5735310]
[paragraph, [790.0, 1604.0, 583.0, 36.0], shoonya_7sPAL0X3RO2AUQ, 5735310]
[paragraph, [790.0, 1640.0, 583.0, 36.0], shoonya_7sPAL0X3RO2AUQ, 5735310]
[paragraph, [790.0, 1676.0, 583.0, 36.0], shoonya_7sPAL0X3RO2AUQ, 5735310]
[paragraph, [790.0, 1712.0, 583.0, 36.0], shoonya_7sPAL0X3RO2AUQ, 5735310]
[paragraph, [790.0, 1748.0, 583.0, 36.0], shoonya_7sPAL0X3RO2AUQ, 5735310]
[folio, [189.0, 1827.0, 237.0, 36.0], Ab91OA5HDJ, 5735310]
