[1445, 1091]
[folio, [994.0, 42.0, 69.0, 18.0], HLYiWDwWei, 6476193]
[ordered-list, [30.0, 810.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 828.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 846.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 864.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 882.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 900.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 918.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 936.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 954.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 972.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 990.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1008.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1026.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1044.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1062.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1080.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1098.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1116.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1134.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1152.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1170.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1188.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1206.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1224.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1242.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1260.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1278.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1296.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
[ordered-list, [30.0, 1314.0, 1024.0, 18.0], Fac4ngDnG3, 6476193]
