[1818, 1374]
[folio, [480.0, 108.0, 408.0, 36.0], shoonya_2sRE3T8FPCLQIB, 5682915]
[paragraph, [694.0, 737.0, 574.0, 36.0], shoonya_3sHXWRENEBJORU, 5682915]
[paragraph, [694.0, 773.0, 574.0, 36.0], shoonya_3sHXWRENEBJORU, 5682915]
[paragraph, [694.0, 809.0, 574.0, 36.0], shoonya_3sHXWRENEBJORU, 5682915]
[paragraph, [694.0, 845.0, 574.0, 36.0], shoonya_3sHXWRENEBJORU, 5682915]
[paragraph, [694.0, 881.0, 574.0, 36.0], shoonya_3sHXWRENEBJORU, 5682915]
[paragraph, [694.0, 917.0, 574.0, 36.0], shoonya_3sHXWRENEBJORU, 5682915]
[paragraph, [697.0, 991.0, 565.0, 36.0], iIzezKZfal, 5682915]
[paragraph, [697.0, 1027.0, 565.0, 36.0], iIzezKZfal, 5682915]
[paragraph, [697.0, 1063.0, 565.0, 36.0], iIzezKZfal, 5682915]
[paragraph, [112.0, 1113.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1149.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1185.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1221.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1257.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1293.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1329.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1365.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1401.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1437.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1473.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1509.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1545.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1581.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1617.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [112.0, 1653.0, 566.0, 36.0], shoonya_5sDWUFLYBNTCX8, 5682915]
[paragraph, [731.0, 1115.0, 460.0, 36.0], zjM3GSJxwP, 5682915]
[paragraph, [702.0, 1163.0, 563.0, 36.0], wKpQeWFeyI, 5682915]
[paragraph, [702.0, 1199.0, 563.0, 36.0], wKpQeWFeyI, 5682915]
[paragraph, [704.0, 1246.0, 565.0, 36.0], W-_5VPf7Ol, 5682915]
[paragraph, [704.0, 1282.0, 565.0, 36.0], W-_5VPf7Ol, 5682915]
[paragraph, [702.0, 1333.0, 568.0, 36.0], gaz-yKKrf3, 5682915]
[paragraph, [702.0, 1369.0, 568.0, 36.0], gaz-yKKrf3, 5682915]
[paragraph, [702.0, 1405.0, 568.0, 36.0], gaz-yKKrf3, 5682915]
[paragraph, [702.0, 1441.0, 568.0, 36.0], gaz-yKKrf3, 5682915]
[paragraph, [702.0, 1477.0, 568.0, 36.0], gaz-yKKrf3, 5682915]
[paragraph, [702.0, 1513.0, 568.0, 36.0], gaz-yKKrf3, 5682915]
[paragraph, [702.0, 1587.0, 566.0, 36.0], ViVhwEEOt8, 5682915]
[paragraph, [702.0, 1623.0, 566.0, 36.0], ViVhwEEOt8, 5682915]
[paragraph, [702.0, 1659.0, 566.0, 36.0], ViVhwEEOt8, 5682915]
