[596, 842]
[unordered-list, [52.0, 7.0, 203.0, 18.0], shoonya_0s4S7EKLTZ4BXA, 5726405]
[unordered-list, [580.0, 317.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 335.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 353.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 371.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 389.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 407.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 425.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 443.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 461.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 479.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 497.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 515.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 533.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[unordered-list, [580.0, 551.0, 226.0, 18.0], rVe6KDRSNL, 5726405]
[headline, [8.0, 166.5, 44.0, 25.5], bKyQdep6AC, 5726405]
